AccSpeciesID	AccSpeciesName	ObsNum	ObsGRNum	MeasNum	MeasGRNum	TraitNum
59837	Boronia boliviensis	10		16		11
287768	Boronia busselliana	1		1		1
408738	Boronia caerulescens subsp. spicata	1	1	27	27	23
287769	Boronia capitata	1		1		1
7744	Boronia chartacea	13		18		11
287770	Boronia citrata	1		1		1
408739	Boronia citriodora	5	1	19	6	14
287771	Boronia clavata	1		1		1
7745	Boronia coerulescens	21		30		14
408740	Boronia coerulescens subsp. spinescens	1	1	28	28	23
287772	Boronia coriacea	1		1		1
287773	Boronia corynophylla	1		1		1
287774	Boronia crassifolia	3		3		3
287775	Boronia crassipes	1		1		1
287776	Boronia crenulata	3		3		2
287777	Boronia cymosa	3	1	29	26	26
287778	Boronia deanei	3		3		2
408741	Boronia deanei subsp. deanei	1		2		2
287779	Boronia defoliata	3		3		2
287780	Boronia denticulata	3		3		2
287781	Boronia dichotoma	3		3		2
66075	Boronia edwardsii	13		16		8
408742	Boronia elisabethiae	2		2		1
287782	Boronia ericifolia	1		1		1
287783	Boronia exilis	4		5		4
287784	Boronia fabianoides	1		1		1
7746	Boronia falcifolia	71		79		14
287785	Boronia fastigiata	3		3		2
287786	Boronia filicifolia	1		1		1
66076	Boronia filifolia	13		16		8
7747	Boronia floribunda	15		22		12
287787	Boronia fraseri	4		5		4
66077	Boronia galbraithiae	11		14		8
66078	Boronia glabra	14	1	19	3	11
287788	Boronia gracilipes	3		3		2
287789	Boronia grandisepala	4		4		3
7748	Boronia granitica	18		23		13
408743	Boronia gunnii	2		2		1
287790	Boronia hapalophylla	2		3		3
408744	Boronia hemichiton	3		4		3
287791	Boronia heterophylla	3		3		2
408745	Boronia hippopala	2		2		1
287792	Boronia humifusa	3		3		2
287793	Boronia imlayensis	1		1		1
287794	Boronia inconspicua	1		1		1
287795	Boronia inflexa	1		1		1
408746	Boronia inflexa subsp. inflexa	1		2		2
287796	Boronia inornata	3		3		2
287797	Boronia jucunda	1		1		1
287798	Boronia juncea	3		3		2
287799	Boronia kalumburuensis	1		1		1
408747	Boronia koniambiensis	1		1		1
287800	Boronia lanceolata	3		4		4
287801	Boronia lanuginosa	7		8		5
287802	Boronia latipinna	2		3		3
7749	Boronia ledifolia	154	61	700	562	73
7750	Boronia megastigma	16		28		11
7751	Boronia microphylla	35		43		14
287803	Boronia minutipinna	1		1		1
7752	Boronia mollis	14		19		12
287804	Boronia molloyae	3		3		2
7753	Boronia muelleri	25	2	50	19	19
7754	Boronia nana	14		17		8
209452	Boronia nana var. hyssopifolia	12		10		5
408748	Boronia nana var. pubescens	2		4		2
287805	Boronia nematophylla	3		3		2
66079	Boronia occidentalis	11		14		8
287806	Boronia octandra	1		1		1
287807	Boronia ovata	1		1		1
287808	Boronia oxyantha	1		1		1
7755	Boronia parviflora	33		43		15
287809	Boronia pauciflora	1		1		1
287810	Boronia penicillata	1		1		1
76769	Boronia pilosa	8		9		7
408749	Boronia pilosa subsp. torquata	1		2		2
7756	Boronia pinnata	66	11	145	52	40
7757	Boronia polygalifolia	17		18		10
287811	Boronia pulchella	3		3		2
287812	Boronia purdieana	1		1		1
408750	Boronia purdieana subsp. purdieana	1	1	25	25	23
287813	Boronia quadrilata	2		2		2
287814	Boronia ramosa	3		3		2
287815	Boronia ramosa subsp. anethifolia	2	1	29	27	24
408751	Boronia ramosa subsp. ramosa	1	1	25	25	23
287816	Boronia repanda	4		5		4
287817	Boronia revoluta	2		3		3
287818	Boronia rhomboidea	5		6		4
287819	Boronia rigens	4		5		4
7758	Boronia rosmarinifolia	69		77		15
408752	Boronia rozefeldsii	2		2		1
287820	Boronia rubiginosa	3		3		2
7759	Boronia ruppii	13		19		12
7760	Boronia safrolifera	14		21		11
287821	Boronia scabra	1		1		1
408753	Boronia scabra subsp. scabra	1	1	26	26	23
7761	Boronia serrulata	38	3	57	18	22
7762	Boronia sp	2		14		14
287822	Boronia spathulata	3		3		2
287823	Boronia stricta	3		3		2
287824	Boronia subsessilis	4	1	30	27	24
287825	Boronia subulifolia	3		3		2
287826	Boronia tenuior	1		1		1
408754	Boronia tenuis	4		5		4
287827	Boronia ternata	1		1		1
408755	Boronia ternata var. elongata	1		2		2
287828	Boronia tetragona	3		3		2
287829	Boronia tetrandra	1		1		1
66080	Boronia thujona	14		19		9
7763	Boronia umbellata	14		19		12
287830	Boronia virgata	3		3		2
287831	Boronia warrumbunglensis	4		5		4
287832	Boronia westringioides	1		1		1
287833	Boronia wilsonii	1		1		1
287843	Borreria officinalis	1		1		1
59839	Borreria pilosa	7	3	18	9	12
408756	Borreria prostrata	6		6		1
287846	Borreria pterophora	2		2		2
7774	Borrichia arborescens	26		49		17
408757	Borrichia cubana_x	2		2		1
7775	Borrichia frutescens	23		123		57
287854	Borrichia peruviana	4		4		3
408758	Borrichia sp	1		1		1
76774	Borthwickia trifoliata	4		4		3
287855	Borya constricta	7		10		6
287856	Borya inopinata	2		2		2
287857	Borya jabirabela	4		6		4
287858	Borya laciniata	6		8		4
66081	Borya longiscapa	12		19		9
287859	Borya mirabilis	4		6		4
287860	Borya nitida	4		6		4
287861	Borya scirpoidea	7		10		5
76775	Borya septentrionalis	6		9		7
66082	Borya sphaerocephala	17	1	57	31	34
287862	Borya subulata	5		8		6
408759	Borzicactus zanderi	2		2		1
408760	Boschia acutifolia	2		2		2
287863	Boschia excelsa	13		20		10
287864	Boschia grandiflora	3		3		2
7776	Boschia griffithii	69	5	86	11	35
287865	Boschia mansonii	1		1		1
287866	Boschia oblongifolia	1		1		1
7777	Boschia sp	2		5		5
408761	Boschniakia himalaica	4		4		1
76776	Boschniakia hookeri	10		13		5
209462	Boschniakia rossica	8		11		4
408762	Boschniakia sp	1		1		1
7778	Boschniakia strobilacea	19		31		12
408763	Boschniakia tuberosa	20		29		10
7779	Boscia albitrunca	92	22	250	111	56
7780	Boscia angustifolia	83	5	157	18	43
408764	Boscia angustifolia var. angustifolia	8		10		2
209464	Boscia angustifolia var. corymbosa	19		19		17
76777	Boscia arabica	2	1	41	40	22
7781	Boscia cauliflora	13		18		11
7782	Boscia coriacea	20	2	35	14	12
287868	Boscia fadeniorum	1		1		1
7785	Boscia foetida	49		71		27
209466	Boscia foetida subsp. minima	6		6		1
209467	Boscia foetida subsp. rehmanniana	24		25		18
287869	Boscia gossweileri	1		1		1
287870	Boscia keniensis	1		1		1
7786	Boscia longifolia	85		99		30
287871	Boscia madagascariensis	3		3		2
7787	Boscia matabelensis	20		26		13
287872	Boscia mazzocchii	1		1		1
287873	Boscia microphylla	4		4		3
287874	Boscia minimifolia	1		1		1
7788	Boscia mossambicensis	23	1	37	7	16
209468	Boscia oleoides	6	2	31	27	19
287875	Boscia pestalozziana	1		1		1
408765	Boscia plantefolii	2		2		1
287876	Boscia polyantha	1		1		1
287877	Boscia pruinosa	1		1		1
287878	Boscia rotundifolia	1		1		1
7790	Boscia salicifolia	58	5	90	17	39
7791	Boscia senegalensis	49	14	57	14	27
7792	Boscia sp	43		50		25
287879	Boscia tomentosa	4		4		3
287880	Boscia urens	1		1		1
408766	Bosea amherstiana	2		2		1
7793	Bosea cypria	14	2	42	23	29
408767	Bosea sp	1		5		5
62359	Bosea yervamora	38		60		36
287882	Bosistoa floydii	3		3		2
287883	Bosistoa medicinalis	3		3		1
7794	Bosistoa pentacocca	29	1	41	6	14
7795	Bosistoa transversa	52		59		30
7797	Bosqueiopsis gilletii	66		71		38
102590	Bosques nublados	1	1	3	3	2
408768	Bossera cristatocarpa	2		2		1
287887	Bossiaea alpina	2		3		3
7798	Bossiaea aquifolium	30	6	51	10	23
287888	Bossiaea arcuata	2		3		3
287889	Bossiaea atrata	1		1		1
287890	Bossiaea aurantiaca	1		1		1
287891	Bossiaea barbarae	1		1		1
287892	Bossiaea barrettiorum	1		1		1
287893	Bossiaea bombayensis	2		3		3
7799	Bossiaea bossiaeoides	23	3	47	17	19
287894	Bossiaea bracteosa	4		5		4
66083	Bossiaea brownii	11		18		9
287895	Bossiaea buxifolia	4		6		3
287896	Bossiaea calcicola	1		1		1
76778	Bossiaea carinalis	5		6		3
287897	Bossiaea celata	1		1		1
7800	Bossiaea cinerea	30	9	167	131	81
287898	Bossiaea concinna	1		1		1
408769	Bossiaea concolor	8		17		4
287899	Bossiaea cordifolia	1		1		1
76779	Bossiaea cordigera	4		5		5
287900	Bossiaea cucullata	2		3		3
287901	Bossiaea decumbens	1		1		1
287902	Bossiaea dentata	3		6		4
66084	Bossiaea disticha	13		20		9
287903	Bossiaea distichoclada	2		3		3
287904	Bossiaea divaricata	2		3		3
7801	Bossiaea ensata	61	5	103	26	35
287905	Bossiaea eremaea	1		1		1
7802	Bossiaea eriocarpa	48	6	201	95	57
287906	Bossiaea flexuosa	1		1		1
7803	Bossiaea foliosa	35	7	59	11	24
408770	Bossiaea fragrans	1		2		2
287907	Bossiaea grayi	1		1		1
287908	Bossiaea halophila	1		1		1
7804	Bossiaea heterophylla	68	9	128	49	33
287909	Bossiaea inundata	1		1		1
7805	Bossiaea kiamensis	24		30		14
287910	Bossiaea laxa	1		1		1
76780	Bossiaea lenticularis	7		8		4
287911	Bossiaea leptacantha	1		1		1
7806	Bossiaea linophylla	9	1	17	3	11
287912	Bossiaea modesta	1		1		1
7807	Bossiaea neo-anglica	17		21		12
7808	Bossiaea obcordata	70	10	132	49	32
287913	Bossiaea oligosperma	4		5		4
7809	Bossiaea ornata	22	1	41	4	14
287914	Bossiaea oxyclada	1		1		1
287915	Bossiaea peduncularis	1		1		1
408771	Bossiaea peninsularis	1		2		2
287916	Bossiaea praetermissa	3		3		2
287917	Bossiaea preissii	2		4		2
7810	Bossiaea prostrata	26		32		14
287918	Bossiaea pulchella	5		8		5
7811	Bossiaea rhombifolia	14		20		10
209471	Bossiaea rhombifolia subsp. rhombifolia	16		14		7
7812	Bossiaea riparia	21		35		16
287919	Bossiaea rosmarinifolia	2		3		3
287920	Bossiaea rufa	3		3		2
66086	Bossiaea rupicola	68		75		12
287921	Bossiaea saxosa	1		1		1
7813	Bossiaea scolopendria	30		49		19
7814	Bossiaea scortechinii	16		21		11
287922	Bossiaea sericea	3		5		3
287923	Bossiaea simulata	1		1		1
287924	Bossiaea smithiorum	1		1		1
408772	Bossiaea sp	1		12		1
7815	Bossiaea spinescens	13		21		10
287925	Bossiaea spinosa	1		1		1
7816	Bossiaea stephensonii	26		40		17
408773	Bossiaea tasmanica	1		2		2
287927	Bossiaea vombata	1		1		1
7817	Bossiaea walkeri	84	21	340	223	107
287928	Bossiaea webbii	5		8		5
287930	Boswellia ameero	3		3		2
287933	Boswellia bullata	3		3		2
66087	Boswellia dalzielii	32	3	57	24	25
287935	Boswellia dioscoridis	3		3		2
287936	Boswellia elongata	3		3		2
287937	Boswellia frereana	1		1		1
287938	Boswellia globosa	1		1		1
287943	Boswellia nana	3		3		2
7818	Boswellia neglecta	39	1	55	5	20
287945	Boswellia ogadensis	1		1		1
287946	Boswellia ovalifoliolata	1		1		1
287947	Boswellia papyrifera	3		3		1
287948	Boswellia pirottae	1		1		1
287949	Boswellia popoviana	3		3		2
209475	Boswellia rivae	20		20		13
287951	Boswellia sacra	1		1		1
7819	Boswellia serrata	78	5	154	65	49
287952	Boswellia socotrana	3		3		2
7820	Boswellia sp	4		11		10
7822	Bothriochloa alta	18		32		15
7823	Bothriochloa barbinodis	49	1	157	3	58
7824	Bothriochloa biloba	10		15		6
7825	Bothriochloa bladhii	98	18	344	130	73
7826	Bothriochloa bunyensis	10		15		6
7827	Bothriochloa campii	12		17		6
287954	Bothriochloa catharinensis	2		2		2
7829	Bothriochloa compressa	9		14		6
7830	Bothriochloa decipiens	37	8	121	73	39
7831	Bothriochloa edwardsiana	11		17		6
7832	Bothriochloa ensiformis	9		14		6
7833	Bothriochloa erianthoides	13		19		8
102591	bothriochloa eriopoda	1		8		8
7834	Bothriochloa eurylemma	9		14		6
7835	Bothriochloa ewartiana	29	2	51	10	16
7836	Bothriochloa exaristata	20		35		9
7839	Bothriochloa grahamii	9		14		6
7840	Bothriochloa hirtifolia	14		19		6
7841	Bothriochloa hybrida	13		25		13
7842	Bothriochloa imperatoides	9		14		6
7843	Bothriochloa insculpta	118	64	657	483	76
7845	Bothriochloa ischaemum	381	132	984	391	165
408774	Bothriochloa ischaemum var. ischaemum	7		88		42
7846	Bothriochloa kuntzeana	9		14		6
7847	Bothriochloa laguroides	65	6	136	54	51
408775	Bothriochloa laguroides subsp. laguroides	1		1		1
7848	Bothriochloa longifolia	9		14		6
7849	Bothriochloa longipaniculata	12		18		7
7850	Bothriochloa macra	102	58	225	169	35
7851	Bothriochloa meridionalis	9		14		6
408776	Bothriochloa parvispicula	1		1		1
7852	Bothriochloa pertusa	56	1	243	62	96
209480	Bothriochloa pseudoischaemum	9		12		6
7854	Bothriochloa radicans	34	16	97	70	16
7855	Bothriochloa saccharoides	51		152		55
59844	Bothriochloa semiundulata	8		12		7
59843	Bothriochloa sp	4	1	10	3	7
7856	Bothriochloa springfieldii	18		31		13
59845	Bothriochloa subquadripara	8		12		7
408777	Bothriochloa torreyana	5		5		2
59846	Bothriochloa urochloaoides	8		12		7
7857	Bothriochloa velutina	9		14		6
59872	Bothriochloa villosa	8		12		7
7858	Bothriochloa woodrovii	9		14		6
408778	Bothriochloa woodrowii	1		1		1
7859	Bothriochloa wrightii	12		17		6
287955	Bothriocline amphicoma	1		1		1
287956	Bothriocline amplifolia	2		3		3
287957	Bothriocline argentea	1		1		1
287958	Bothriocline auriculata	1		1		1
287959	Bothriocline bagshawei	1		1		1
287960	Bothriocline carrissoi	1		1		1
287961	Bothriocline congesta	1		1		1
7860	Bothriocline emilioides	12		18		10
287962	Bothriocline ethulioides	1		1		1
76783	Bothriocline fusca	6		7		4
287963	Bothriocline glabrescens	1		1		1
287964	Bothriocline globosa	1		1		1
287965	Bothriocline glomerata	1		1		1
287966	Bothriocline huillensis	1		1		1
7861	Bothriocline inyangana	38		44		25
287967	Bothriocline ituriensis	1		1		1
287968	Bothriocline katangensis	1		1		1
287969	Bothriocline kungwensis	1		1		1
7862	Bothriocline laxa	21		32		13
7863	Bothriocline longipes	21		37		14
408779	Bothriocline madagascariensis	2		2		1
287970	Bothriocline malaissei	1		1		1
7864	Bothriocline mbalensis	12		18		10
7865	Bothriocline milanjiensis	18		28		11
7866	Bothriocline monocephala	10		14		7
287971	Bothriocline monticola	1		1		1
209481	Bothriocline moramballae	13		20		11
209482	Bothriocline muschleriana	13		19		10
287972	Bothriocline nyiruensis	1		1		1
287973	Bothriocline nyungwensis	2		2		2
287974	Bothriocline pauciseta	1		1		1
287975	Bothriocline pauwelsii	1		1		1
7868	Bothriocline pectinata	12		18		10
7869	Bothriocline ripensis	14		19		10
287976	Bothriocline ruwenzoriensis	1		1		1
287977	Bothriocline schimperi	1		1		1
287978	Bothriocline sengensis	1		1		1
287979	Bothriocline shagayuensis	1		1		1
7870	Bothriocline steetziana	13		19		10
287980	Bothriocline subcordata	1		1		1
7871	Bothriocline trifoliata	20		31		13
287981	Bothriocline ugandensis	1		1		1
287982	Bothriocline upembensis	1		1		1
287983	Bothriocline virungae	1		1		1
287984	Bothriocline wittei	1		1		1
76784	Bothriospermum chinense	2		2		2
287986	Bothriospermum hispidissimum	2		2		2
287987	Bothriospermum kusnezowii	2		2		2
76785	Bothriospermum secundum	3		3		3
408780	Bothriospermum sp	1		1		1
408781	Bothriospermum zeylanicum	14	5	16	5	9
7872	Bothriospora corymbosa	72		79		28
7873	Botryarrhena pendula	38	7	160	121	47
76787	Botryarrhena sp	1		1		1
209484	Botryarrhena venezuelensis	3		5		2
209486	Botrychium acuminatum	5		7		3
287989	Botrychium alaskense	3		3		3
209487	Botrychium ascendens	5		7		3
7874	Botrychium australe	22		22		13
209488	Botrychium biternatum	15	10	57	50	7
76788	Botrychium boreale	9		10		3
209489	Botrychium campestre	5		7		3
209490	Botrychium crenulatum	5		7		3
209491	Botrychium decompositum	3		5		2
76789	Botrychium dissectum	25	12	75	60	8
209492	Botrychium dusenii	4		6		3
209493	Botrychium echo	5		7		3
209494	Botrychium gallicomontanum	5		7		3
209495	Botrychium hesperium	5		7		3
287990	Botrychium japonicum	2		2		2
209496	Botrychium jenmanii	15	9	53	45	7
64273	Botrychium lanceolatum	24		152		65
408782	Botrychium lanceolatum var. lanceolatum	1		1		1
209497	Botrychium lineare	5		7		3
7875	Botrychium lunaria	378	237	703	346	146
209498	Botrychium lunarioides	24	16	92	80	7
209499	Botrychium matricariae	3		5		2
7876	Botrychium matricariifolium	66	1	119	12	43
209500	Botrychium minganense	5		7		3
209501	Botrychium montanum	5		7		3
209502	Botrychium mormo	5		7		3
7877	Botrychium multifidum	78	4	167	27	66
209503	Botrychium oneidense	8		12		3
209504	Botrychium pallidum	5		7		3
209505	Botrychium paradoxum	5		7		3
209506	Botrychium pedunculosum	5		7		3
209507	Botrychium pinnatum	5		7		3
209508	Botrychium pseudopinnatum	5		7		3
209509	Botrychium pumicola	5		7		3
209510	Botrychium robustum	6		28		23
209511	Botrychium rugulosum	6		8		3
209512	Botrychium schaffneri	6		8		3
7878	Botrychium simplex	71	3	173	22	83
66088	Botrychium sp	6		14		9
209513	Botrychium spathulatum	5		7		3
287992	Botrychium strictum	2		2		2
209514	Botrychium subbifoliatum	8		12		3
408783	Botrychium ternatum	1		1		1
287993	Botrychium tunux	3		3		3
209515	Botrychium underwoodianum	5		7		3
7879	Botrychium virginianum	88		250		91
408784	Botrychium watertonense_x	2		2		1
287995	Botrychium yaaxudakeit	3		3		3
408785	Botryolepraria lesdainii	1		1		1
7880	Botryophora geniculata	25	13	84	37	43
66089	Bottegoa insignis	14		13		6
287996	Bouchardatia neurococca	3		3		2
209516	Bouchea agrestis	3		16		6
287998	Bouchea beckii	1		1		1
287999	Bouchea boliviana	11		11		3
288000	Bouchea boyacana	2		2		2
288001	Bouchea dissecta	2		2		2
209517	Bouchea flabelliformis	3		5		2
209518	Bouchea inopinata	1		5		4
209519	Bouchea linifolia	6		8		3
209520	Bouchea prismatica	39		43		5
288002	Bouchea pseudochascanum	2		2		2
209521	Bouchea pseudogervao	15		31		7
209522	Bouchea rusbyi	7		9		3
408786	Bouchea sp	1		1		1
209523	Bouchea spathulata	6		8		3
288004	Bouchetia anomala	5		5		3
66090	Bouchetia erecta	16		23		6
408787	Bouchetia sp	1		1		1
7882	Bouea macrophylla	27		31		14
7884	Bouea oppositifolia	22	4	39	10	14
288005	Bouea poilanei	2		2		2
7885	Bouea sp	86		90		25
102592	Bougainvillea alba	1		1		1
209525	Bougainvillea berberidifolia	6		8		3
209526	Bougainvillea buttiana	24		26		3
288007	Bougainvillea campanulata	4		4		3
288008	Bougainvillea fasciculata	2		2		2
76791	Bougainvillea glabra	42	10	166	134	41
288009	Bougainvillea herzogiana	2		2		2
209527	Bougainvillea infesta	6		8		2
408788	Bougainvillea lehmanniana	2		2		2
7886	Bougainvillea modesta	59	25	319	259	62
209528	Bougainvillea pachyphylla	7		9		3
209529	Bougainvillea peruviana	11		13		3
7887	Bougainvillea praecox	15		23		11
288012	Bougainvillea rubriflora	4		4		3
408789	Bougainvillea sp	2		6		5
7888	Bougainvillea spectabilis	122	11	364	92	84
7889	Bougainvillea spinosa	26	5	76	47	35
288013	Bougainvillea stipitata	12		12		3
288014	Bougainvillea trollii	2		2		2
288016	Bourreria andrieuxii	102		110		34
408790	Bourreria angustifolia	3		3		2
408791	Bourreria apetala	3		3		2
288017	Bourreria bolivarensis	1		1		1
408792	Bourreria bosseri	6		9		4
408793	Bourreria capuronii	3		3		2
66092	Bourreria costaricensis	59		61		7
408794	Bourreria croatii	3		3		2
7890	Bourreria cumanensis	39	5	132	33	38
288018	Bourreria cuneifolia	1		1		1
408795	Bourreria darcyana	3		3		2
408796	Bourreria domingensis	2		3		3
408797	Bourreria exsucca	4		4		1
209531	Bourreria grandicalyx	8		10		2
288019	Bourreria grayumii	8		8		2
288020	Bourreria havanensis	21	17	38	34	4
288021	Bourreria hintonii	2		2		2
209532	Bourreria huanita	15		17		2
408798	Bourreria labatii	4		5		4
408799	Bourreria leslieae	5		7		4
288022	Bourreria litoralis	2		2		2
408800	Bourreria lowryana	3		3		2
288024	Bourreria lyciacea	3		3		2
209533	Bourreria mollis	42		44		3
408801	Bourreria moratiana	3		3		2
209534	Bourreria motaguensis	3		5		2
288025	Bourreria nashii	1		1		1
7891	Bourreria nemoralis	13		17		9
7892	Bourreria ovata	87		90		28
7893	Bourreria petiolaris	32	1	46	6	15
288026	Bourreria pulchra	19		18		2
288027	Bourreria quirosii	38		38		2
288028	Bourreria radula	7		7		3
408802	Bourreria randrianasoloana	4		5		4
209536	Bourreria rekoi	3		5		2
209537	Bourreria rinconensis	3		5		2
408803	Bourreria rotata	1				
288030	Bourreria rowellii	1		1		1
288031	Bourreria rubra	2		2		2
408804	Bourreria scabra	2		4		2
408805	Bourreria schatziana	3		3		2
209538	Bourreria sonorae	8	3	38	20	19
408806	Bourreria sp	1		1		1
209539	Bourreria spathulata	11		13		2
66093	Bourreria strigosa	9		10		4
7895	Bourreria succulenta	44	5	102	24	22
209540	Bourreria superba	8		10		2
288032	Bourreria tomentosa	1		1		1
288033	Bourreria tuxtlae	1		1		1
288035	Bourreria veracruzana	1		1		1
76792	Bourreria virgata	7		8		7
66095	Bousigonia angustifolia	12	2	21	10	10
66096	Bousigonia mekongensis	12	2	21	10	10
7897	Bouteloua alamosana	25		33		8
7898	Bouteloua americana	26	2	62	16	24
7899	Bouteloua annua	10		16		8
7900	Bouteloua aristidoides	43	4	130	71	60
408807	Bouteloua aristidoides var. aristidoides	2		6		4
288036	Bouteloua barbata	57	1	81	5	17
408808	Bouteloua bracteata	3		3		3
64274	Bouteloua breviseta	20		113		50
408809	Bouteloua chasei	11		16		6
7902	Bouteloua chihuahuana	4		9		4
7903	Bouteloua chondrosioides	37		53		13
7905	Bouteloua curtipendula	338	164	1805	1077	154
408810	Bouteloua curtipendula var. curtipendula	1		1		1
76794	Bouteloua dactyloides	81	15	428	92	113
408811	Bouteloua dimorpha	19		26		5
7906	Bouteloua distans	10		15		7
7907	Bouteloua disticha	52		59		7
408812	Bouteloua diversispicula	4		9		3
408813	Bouteloua elata	11		16		6
7908	Bouteloua eludens	12		21		9
408814	Bouteloua erecta	14		103		49
7909	Bouteloua eriopoda	77	20	267	101	65
408815	Bouteloua eriostachya	9		14		6
7911	Bouteloua gracilis	477	373	2480	2060	156
408816	Bouteloua griffithsiae	9		12		6
7912	Bouteloua hirsuta	88	31	372	164	77
288038	Bouteloua hirsuta var. hirsuta	1		1		1
7913	Bouteloua johnstonii	10		15		7
7914	Bouteloua juncea	13		19		8
209543	Bouteloua karwinskii	4		10		5
408817	Bouteloua karwinskyi	8		11		6
408818	Bouteloua kayi	11		16		6
7915	Bouteloua longiseta	9		11		6
7916	Bouteloua media	18		31		12
7917	Bouteloua megapotamica	13		18		7
408819	Bouteloua mexicana	5		7		2
408820	Bouteloua multifida	10		15		6
408821	Bouteloua nervata	9		14		6
408822	Bouteloua parryi	13		22		9
408823	Bouteloua pectinata	9		12		6
7918	Bouteloua pedicellata	10		15		7
408824	Bouteloua polymorpha	5		7		3
408825	Bouteloua psilostachya	1		1		1
7919	Bouteloua purpurea	10		18		8
408826	Bouteloua quiriegoensis	7		10		6
7920	Bouteloua radicosa	15		23		8
209544	Bouteloua ramosa	8		16		6
408827	Bouteloua reederorum	4		6		2
7921	Bouteloua reflexa	15		23		8
7922	Bouteloua repens	75		94		17
7923	Bouteloua rigidiseta	25	1	59	9	26
408828	Bouteloua scabra	8		10		3
408829	Bouteloua scorpioides	9		14		6
64275	Bouteloua simplex	72	41	204	158	35
59884	Bouteloua sp	9	2	48	10	35
408830	Bouteloua stolonifera	10		15		6
408831	Bouteloua swallenii	5		7		3
408832	Bouteloua tamaulipensis	1		1		1
7925	Bouteloua triaena	11		20		9
76795	Bouteloua trifida	22		30		11
288039	Bouteloua trifida var. trifida	1		1		1
7926	Bouteloua uniflora	13		24		8
408833	Bouteloua uniflora var. uniflora	1		4		2
7927	Bouteloua vaneedenii	10		15		7
408834	Bouteloua varia	11		16		6
7928	Bouteloua warnockii	17		28		11
7929	Bouteloua williamsii	15		24		9
288040	Boutiquea platypetala	1		1		1
408835	Boutonia cuspidata	2		2		1
288042	Bouvardia amplexicaulis	2		2		2
209545	Bouvardia bouvardioides	5		7		2
288043	Bouvardia candidissima	2		2		2
288044	Bouvardia capitata	2		2		2
209546	Bouvardia chrysantha	5		7		2
209547	Bouvardia cordifolia	7		9		2
288045	Bouvardia costaricensis	2		2		2
288046	Bouvardia dictyoneura	3		3		1
7930	Bouvardia erecta	20		30		11
408836	Bouvardia galeottii	3		5		2
288047	Bouvardia glabra	12		12		1
288048	Bouvardia hernan-maganae	2		2		2
209548	Bouvardia laevis	5		7		2
288049	Bouvardia leiantha	24		24		2
7931	Bouvardia loeseneriana	12		16		6
7932	Bouvardia longiflora	45		51		28
408837	Bouvardia macdougallii	1		1		1
7933	Bouvardia multiflora	30		35		7
209549	Bouvardia obovata	4		6		3
288050	Bouvardia pedicellaris	2		2		2
288051	Bouvardia pungens	2		2		2
209550	Bouvardia quinquenervata	4		6		2
288052	Bouvardia rzedowskii	2		2		2
288053	Bouvardia scabra	2		2		2
408838	Bouvardia sp	2		6		5
7934	Bouvardia standleyana	14		18		7
209551	Bouvardia tenuifolia	4		6		3
76797	Bouvardia ternifolia	46	4	104	36	24
209552	Bouvardia viminalis	4		6		2
209553	Bouvardia xestosperma	3		5		2
209554	Bouvardia xylosteoides	3		5		2
59885	Bovonia sp	5	4	13	10	9
288054	Bowdichia kuhlmannii	1		1		1
7935	Bowdichia nitida	280	37	368	74	37
288055	Bowdichia parvifolia	1		1		1
7936	Bowdichia sp	6		21		8
7937	Bowdichia virgilioides	153	58	478	332	51
76798	Bowenia serrulata	6	1	20	15	17
7939	Bowenia sp	14	12	43	28	13
7940	Bowenia spectabilis	16	7	49	32	34
408839	Bowiea sp	1		5		5
7941	Bowiea volubilis	25		32		21
408840	Bowiea volubilis subsp. volubilis	1		2		2
66098	Bowkeria citrina	13		21		10
288056	Bowkeria cymosa	5		6		5
76799	Bowkeria verticillata	29		31		20
288058	Bowlesia argenticaulis	4		4		3
209558	Bowlesia flabilis	7		9		3
288059	Bowlesia hieronymusii	2		2		2
76800	Bowlesia incana	12		13		3
209559	Bowlesia lobata	16		18		3
288060	Bowlesia macrophysa	2		2		2
76801	Bowlesia palmata	3		3		3
288061	Bowlesia paposana	2		2		2
209560	Bowlesia platanifolia	8		10		3
288062	Bowlesia ruiz-lealii	2		2		2
209561	Bowlesia setigera	8		10		3
209562	Bowlesia sodiroana	9		11		3
408841	Bowlesia sp	1		1		1
209563	Bowlesia tenella	10		12		3
7942	Bowlesia tropaeolifolia	10		14		5
288063	Bowlesia uncinata	2		2		2
288064	Bowlesia venturii	2		2		2
408842	Bowringia sp	1		8		1
288067	Boyania colombiana	2		2		2
76802	Boykinia aconitifolia	16		19		8
408843	Boykinia cincinnata	2		2		1
288069	Boykinia heucheriformis	9		11		4
76803	Boykinia intermedia	7		9		4
288070	Boykinia jamesii	13		15		3
408844	Boykinia lycoctonifolia	3		3		1
209564	Boykinia major	8		10		3
7943	Boykinia occidentalis	23		31		10
7944	Boykinia richardsonii	21		29		10
76804	Boykinia rotundifolia	8	1	31	22	21
408845	Boykinia sp	1		1		1
408846	Boykinia tellimoides	1		1		1
59886	Boymia sp	2		5		5
7945	Brabejum sp	3		7		7
7946	Brabejum stellatifolium	82	7	474	75	57
288071	Brachanthemum gobicum	5	2	21	18	11
76805	Brachanthemum kirghisorum	5		6		3
288072	Brachanthemum mongolicum	1		1		1
288073	Brachanthemum mongolorum	2		2		2
