AccSpeciesID	AccSpeciesName	ObsNum	ObsGRNum	MeasNum	MeasGRNum	TraitNum
359826	Parathesis agostiniana	1		1		1
92529	Parathesis amazonica	9		12		5
40287	Parathesis amplifolia	31	5	73	33	22
359827	Parathesis angustifolia	1		1		1
246973	Parathesis aurantiaca	5		7		1
246974	Parathesis bracteolata	4		6		2
359828	Parathesis breedlovei	1		1		1
359829	Parathesis calimensis	2		2		2
359830	Parathesis calophylla	1		1		1
359831	Parathesis candolleana	2		2		2
246975	Parathesis cartagoana	3		5		2
40288	Parathesis chiapensis	40		55		27
359832	Parathesis cintalapana	1		1		1
359833	Parathesis columnaris	1		1		1
246976	Parathesis costaricensis	3		5		2
246977	Parathesis crassiramea	5		7		2
40290	Parathesis crenulata	18	1	45	7	19
359834	Parathesis croatii	1		1		1
40291	Parathesis cubana	58		77		32
246978	Parathesis donnell-smithii	3		5		1
359835	Parathesis eggersiana	2		2		2
359836	Parathesis escuintlensis	1		1		1
246979	Parathesis fusca	6		8		2
359837	Parathesis glaberrima	1		1		1
246980	Parathesis glabra	16		18		2
246981	Parathesis glendae	3		5		2
359838	Parathesis hondurensis	2		2		1
359839	Parathesis kallunkiae	1		1		1
359840	Parathesis lanceolata	1		1		1
359841	Parathesis laxa	1		1		1
40292	Parathesis lenticellata	53	36	451	425	29
40293	Parathesis leptopa	9		28		14
246982	Parathesis longipedicellata	5		7		2
246983	Parathesis macrantha	3		5		2
359842	Parathesis macronema	1		1		1
359843	Parathesis melanosticta	1		1		1
40294	Parathesis microcalyx	20	1	33	7	11
359844	Parathesis montana	2		2		2
359845	Parathesis moritziana	1		1		1
359846	Parathesis multiflora	1		1		1
246984	Parathesis palaciosii	8		10		3
246985	Parathesis panamensis	4		6		3
359847	Parathesis papillosa	1		1		1
246986	Parathesis parvissima	3		5		2
359848	Parathesis perpunctata	1		1		1
359849	Parathesis pipolyana	1		1		1
359850	Parathesis pleurobotryosa	1		1		1
359851	Parathesis pseudocalophylla	1		1		1
359852	Parathesis pseudocrassiramea	1		1		1
359853	Parathesis pyramidalis	2		2		2
359854	Parathesis reflexa	1		1		1
40295	Parathesis rekoi	6		22		12
359855	Parathesis reticulata	2		2		2
246987	Parathesis rothschuhiana	8		10		1
246988	Parathesis rufa	2		4		1
246989	Parathesis seibertii	10		12		2
359856	Parathesis serrulata	3		4		4
246990	Parathesis sessilifolia	4		6		2
359857	Parathesis sinuata	2		2		2
359858	Parathesis skutchii	1		1		1
40296	Parathesis sp	9		13		7
359859	Parathesis subcoriacea	1		1		1
359860	Parathesis subulata	1		1		1
359861	Parathesis tartarea	1		1		1
359862	Parathesis tetramera	1		1		1
359863	Parathesis tomentosa	1		1		1
40297	Parathesis trichogyne	55	3	92	16	19
359864	Parathesis venezuelana	2		2		2
359865	Parathesis vestita	1		1		1
246991	Parathesis villalobosii	3		5		2
70187	Parathesis villosa	6		8		6
359866	Parathesis vulgata	23		23		1
359867	Parathesis williamsii	1		1		1
359868	Parathesis zuliana	1		1		1
246994	Parectenium novae-hollandiae	1		1		1
246995	Parentucellia floribunda	1		2		2
40301	Parentucellia latifolia	62	10	128	46	44
444048	Parentucellia latifolia subsp. flaviflora	2		4		2
444049	Parentucellia sp	1		1		1
40302	Parentucellia viscosa	192	10	341	111	115
444050	Parepigynum funingense	2		2		1
444051	Pariana amomizans	1		1		1
246996	Pariana argentea	12		14		3
359870	Pariana aurita	10		10		3
246997	Pariana bicolor	23		25		3
246998	Pariana campestris	27		35		3
359871	Pariana carvalhoi	3		3		3
359872	Pariana concinna	4		4		3
359873	Pariana distans	3		3		3
246999	Pariana ecuadorensis	14		16		3
247000	Pariana gracilis	6		8		3
247001	Pariana lanceolata	10		12		3
359874	Pariana ligulata	4		4		3
247002	Pariana maynensis	9		11		3
247003	Pariana modesta	6		8		3
359875	Pariana multiflora	3		3		3
247004	Pariana nervata	6		8		3
247005	Pariana obtusa	7		9		3
247006	Pariana ovalifolia	7		9		3
444052	Pariana ovata	1		1		1
247007	Pariana pallida	7		9		3
247008	Pariana parvispica	18		20		3
40303	Pariana radiciflora	43	1	55	6	11
247009	Pariana setosa	7		9		3
247010	Pariana simulans	11		15		3
247011	Pariana sociata	7		9		3
247012	Pariana strigosa	7		9		3
247013	Pariana swallenii	14		16		3
359876	Pariana tenuis	4		4		3
247014	Pariana trichosticha	23		25		3
247015	Pariana ulei	23		27		3
247016	Pariana velutina	8		10		3
359877	Pariana zingiberina	4		4		3
359878	Parianella carvalhoi	2		2		2
359879	Parianella lanceolata	2		2		2
359881	Parietaria alsinifolia	7		10		5
359883	Parietaria cardiostegia	9		12		6
359884	Parietaria cretica	1		1		1
40304	Parietaria debilis	54		78		34
444053	Parietaria debilissimus	2		2		1
444054	Parietaria floribundus	2		2		1
247017	Parietaria floridana	6		8		3
247018	Parietaria hespera	7		9		3
359885	Parietaria hespera var. californica	1		1		1
444055	Parietaria hespera var. hespera	1		1		1
40305	Parietaria judaica	319	1	504	8	122
359886	Parietaria laxiflora	1		1		1
92532	Parietaria lusitanica	13	3	15	3	10
444056	Parietaria lusitanica subsp. lusitanica	10	10	10	10	1
359887	Parietaria mauritanica	2		2		2
40306	Parietaria micrantha	3		8		7
40307	Parietaria officinalis	223	80	595	247	127
40308	Parietaria pensylvanica	89	4	195	22	88
247019	Parietaria praetermissa	5		7		3
359888	Parietaria ruwenzoriensis	1		1		1
444057	Parietaria sp	2		4		3
444058	Parietaria volubilis	2		2		1
359889	Parinari alvimii	10		10		10
40309	Parinari anamensis	13		18		10
247021	Parinari annamense	1		1		1
359890	Parinari argenteosericea	1		1		1
359891	Parinari brasiliensis	2		2		2
40311	Parinari campestris	142	18	302	154	78
359892	Parinari canarioides	2		2		2
40312	Parinari capensis	36		42		24
359893	Parinari capensis subsp. incohata	1		2		2
359894	Parinari cardiophylla	2		2		2
247022	Parinari chocoensis	6		8		3
40313	Parinari congensis	32		39		26
247023	Parinari congolana	5	4	219	218	46
40315	Parinari costata	20		34		9
40316	Parinari curatellifolia	128	36	216	102	66
359895	Parinari elmeri	2		2		2
40317	Parinari excelsa	305	46	591	249	110
359896	Parinari gigantea	1		1		1
359897	Parinari hypochrysea	2		2		2
247025	Parinari insularum	13		18		10
40324	Parinari klugii	60	4	87	23	21
359898	Parinari leontopitheci	2		2		2
359899	Parinari littoralis	3	1	3	1	3
359900	Parinari maguirei	1		1		1
359901	Parinari metallica	2		2		2
40325	Parinari montana	60	18	250	183	62
40327	Parinari nonda	17	3	37	16	20
40328	Parinari oblongifolia	53	1	61	3	31
247026	Parinari obtusifolia	10	1	25	1	11
40329	Parinari occidentalis	37	2	55	12	14
40330	Parinari pachyphylla	12		19		10
359902	Parinari papuana	3		3		2
40331	Parinari parilis	31	2	50	13	15
359903	Parinari parva	2		2		2
92536	Parinari parvifolia	17		20		7
359904	Parinari prancei	1		1		1
359905	Parinari rigida	2		2		2
40332	Parinari rodolphii	44	11	71	22	16
92538	Parinari romeroi	7		9		5
40334	Parinari sp	140	35	219	103	44
247027	Parinari sprucei	4		6		3
359906	Parinari sumatrana	2		2		2
444059	Parinariopsis licaniiflora	66	40	227	190	55
61971	Parinarium corymbosum	10	4	22	10	13
61981	Parinarium laurinum	9		12		7
61973	Parinarium macrophyllum	10		13		7
61965	Parinarium oblongifolium	9	3	21	9	13
359907	Pariri klugii	1	1	3	3	3
359908	Paris axialis	4		4		3
359909	Paris bashanensis	4		4		3
359910	Paris caobangensis	2		2		2
359911	Paris cronquistii	4		4		3
359912	Paris daliensis	4		4		3
444060	Paris delavayi	2		2		1
359913	Paris dulongensis	4		4		3
359914	Paris dunniana	4		4		3
92539	Paris fargesii	5		5		4
359915	Paris forrestii	4		4		3
359916	Paris guizhouensis	4		4		3
92540	Paris incompleta	8		9		7
247029	Paris japonica	5		5		4
359917	Paris luquanensis	4		4		3
247030	Paris mairei	5		5		4
359918	Paris marmorata	4		4		3
359919	Paris polyandra	4		4		3
40336	Paris polyphylla	16	4	31	9	16
40337	Paris quadrifolia	489	55	1125	339	156
359920	Paris rugosa	4		4		3
40338	Paris sp	16	14	47	35	15
359921	Paris stigmatosa	4		4		3
92541	Paris tetraphylla	5		5		4
92542	Paris thibetica	5		5		4
359922	Paris undulata	4		4		3
359923	Paris vaniotii	4		4		3
92543	Paris verticillata	26	18	287	281	72
359924	Paris vietnamensis	4		4		3
444061	Parishella sp	1		1		1
359926	Parishia dinghouiana	1		1		1
40339	Parishia insignis	53	1	62	6	29
40340	Parishia maingayi	16	1	21	2	10
40341	Parishia malabog	9		13		8
359927	Parishia minor	2		2		2
40342	Parishia paucijuga	20		29		10
359928	Parishia polycarpa	2		2		2
40343	Parishia pubescens	9		13		8
40344	Parishia sericea	22	11	91	73	28
61976	Parishia sp	37		40		24
359929	Parishia trifoliolata	1		1		1
359931	Parkia bahiae	2		2		2
40345	Parkia balslevii	69	5	96	25	19
359932	Parkia barnebyana	2		2		2
40346	Parkia bicolor	123	4	172	56	44
40347	Parkia biglandulosa	16		23		10
40348	Parkia biglobosa	153	14	222	34	64
247033	Parkia cachimboensis	4		18		7
40349	Parkia decussata	60	43	116	91	21
40350	Parkia discolor	25		36		14
359933	Parkia filicina	1		1		1
40351	Parkia filicoidea	50	2	69	12	36
40352	Parkia gigantocarpa	115	29	257	91	39
40353	Parkia igneiflora	66	12	162	98	42
359934	Parkia intermedia	2		2		2
40355	Parkia javanica	48	10	132	55	25
359935	Parkia korom	1		1		1
359936	Parkia leiophylla	3		3		2
359937	Parkia lutea	2		2		2
359938	Parkia madagascariensis	3		3		2
40356	Parkia multijuga	323	61	518	193	73
359939	Parkia nana	1		1		1
40357	Parkia nitida	358	57	753	333	91
40358	Parkia panurensis	45	10	96	51	21
40359	Parkia paraensis	82	2	156	4	14
359940	Parkia parrii	2		2		2
359941	Parkia parvifoliola	1		1		1
359942	Parkia paya	1		1		1
40360	Parkia pendula	369	54	602	129	57
40361	Parkia platycephala	10		27		15
92546	Parkia reticulata	7		8		5
359943	Parkia sherfeseei	1		1		1
40362	Parkia singularis	90	10	114	28	30
40363	Parkia sp	118	23	232	117	68
40364	Parkia speciosa	42	17	147	97	33
40365	Parkia sumatrana	17	4	30	10	14
40366	Parkia timoriana	110		123		31
359944	Parkia truncata	1		1		1
40367	Parkia ulei	263	37	456	106	46
247034	Parkia ulei var. surinamensis	13	12	110	107	29
40368	Parkia velutina	82	19	208	132	60
40369	Parkia versteeghii	8		13		10
40370	Parkinsonia aculeata	231	9	433	51	86
40371	Parkinsonia africana	44		63		31
359945	Parkinsonia anacantha	1		1		1
359946	Parkinsonia andicola	9		9		4
103325	Parkinsonia australe	1		1		1
40372	Parkinsonia florida	74	5	169	36	40
444062	Parkinsonia florida subsp. peninsulare	1		2		2
444063	Parkinsonia macra	17	1	25	2	12
40373	Parkinsonia microphylla	81	25	344	195	46
359947	Parkinsonia peruviana	1		1		1
40374	Parkinsonia praecox	235	5	327	72	64
359948	Parkinsonia raimondoi	1		1		1
61604	Parkinsonia roxburghii	3		3		3
359949	Parkinsonia scioana	1		1		1
40375	Parkinsonia sp	8	4	31	10	15
92548	Parkinsonia texana	16		17		13
444064	Parkinsonia texana var. macra	1		1		1
444065	Parkinsonia texana var. texana	1		1		1
359950	Parmelia fertilis	1		1		1
359951	Parmelia fraudans	1		1		1
359952	Parmelia hygrophila	1		1		1
359953	Parmelia neodiscordans	1		1		1
359954	Parmelia omphalodes	1		1		1
444066	Parmelia omphalodes subsp. omphalodes	1		1		1
444067	Parmelia omphalodes subsp. pinnatifida	1		1		1
359957	Parmelia pseudosulcata	1		1		1
359958	Parmelia saxatilis	1		1		1
359959	Parmelia skultii	1		1		1
359960	Parmelia squarrosa	1		1		1
359961	Parmelia sulcata	3	2	7	6	3
359962	Parmeliella arctophila	1		1		1
359963	Parmeliella corallinoides	1		1		1
359966	Parmeliella pannosa	1		1		1
359967	Parmeliella ruderatula	1		1		1
359968	Parmeliella triptophylla	1		1		1
359969	Parmelina quercina	1		1		1
444068	Parmelinella salacinifera	1		1		1
359974	Parmelinopsis swinscowii	1		1		1
359975	Parmeliopsis ambigua	1		1		1
359976	Parmeliopsis hyperopta	1		1		1
359977	Parmeliopsis subambigua	1		1		1
70189	Parmentiera aculeata	55		64		9
70190	Parmentiera cereifera	12	2	23	9	10
247037	Parmentiera dressleri	8		10		2
359978	Parmentiera macrophylla	14		14		2
359979	Parmentiera millspaughiana	16		16		1
247038	Parmentiera morii	4		6		2
247039	Parmentiera parviflora	5		7		2
40377	Parmentiera sp	4		10		8
247040	Parmentiera stenocarpa	3		5		2
247041	Parmentiera trunciflora	5		7		2
359980	Parmentiera valerii	17		19		2
359981	Parmotrema arnoldii	1		1		1
359982	Parmotrema austrosinense	1		1		1
444069	Parmotrema cetratum	1		1		1
444070	Parmotrema conferendum	1		1		1
359984	Parmotrema crinitum	1		1		1
359985	Parmotrema cristiferum	1		1		1
359986	Parmotrema dilatatum	1		1		1
359987	Parmotrema dominicanum	1		1		1
359988	Parmotrema endosulphureum	1		1		1
359989	Parmotrema eurysacum	1		1		1
359990	Parmotrema gardneri	1		1		1
359991	Parmotrema hababianum	1		1		1
359992	Parmotrema hypoleucinum	1		1		1
359993	Parmotrema hypotropum	1		1		1
359994	Parmotrema internexum	1		1		1
359995	Parmotrema louisianae	1		1		1
359996	Parmotrema madagascariaceum	1		1		1
359997	Parmotrema margaritatum	1		1		1
359998	Parmotrema mellissii	1		1		1
359999	Parmotrema michauxianum	1		1		1
360000	Parmotrema mordenii	1		1		1
444071	Parmotrema neotropicum	1		1		1
360001	Parmotrema perforatum	1		1		1
360002	Parmotrema praesorediosum	1		1		1
360003	Parmotrema preperforatum	1		1		1
360004	Parmotrema rampoddense	1		1		1
444072	Parmotrema reticulatum	1		1		1
360005	Parmotrema rigidum	1		1		1
360006	Parmotrema rubifaciens	1		1		1
360007	Parmotrema stuppeum	1		1		1
444073	Parmotrema subsumptum	1		1		1
444074	Parmotrema subtinctorium	1		1		1
360008	Parmotrema sulphuratum	1		1		1
360009	Parmotrema tinctorum	2		2		1
360010	Parmotrema ultralucens	1		1		1
360011	Parmotrema xanthinum	1		1		1
360012	Parmotrema zollingeri	1		1		1
360013	Parmotremopsis antillensis	1		1		1
360015	Parnassia alpicola	2		2		2
247043	Parnassia asarifolia	5		7		3
247044	Parnassia californica	5		7		3
247045	Parnassia caroliniana	5		7		3
247046	Parnassia cirrata	6		8		3
70191	Parnassia crassifolia	11		14		8
92549	Parnassia faberi	1		1		1
40378	Parnassia fimbriata	29		118		52
360017	Parnassia fimbriata var. hoodiana	1		1		1
360018	Parnassia fimbriata var. intermedia	1		1		1
360019	Parnassia floridana	1		1		1
92550	Parnassia foliosa	2		2		2
70192	Parnassia glauca	17		22		9
247047	Parnassia grandifolia	5		7		3
247048	Parnassia intermedia	3		5		2
70193	Parnassia kotzebuei	16		22		8
40379	Parnassia laxmannii	18	3	52	21	25
360020	Parnassia nubicola	4		4		3
40380	Parnassia oreophila	6	1	12	4	10
40381	Parnassia palustris	909	266	2764	1216	226
247050	Parnassia palustris var. condensata	13		19		4
360021	Parnassia palustris var. montanensis	1		1		1
444075	Parnassia palustris var. palustris	1		1		1
360023	Parnassia palustris var. parviflora	1		1		1
360024	Parnassia palustris var. tenuis	1		1		1
444076	Parnassia sp	3		8		4
92551	Parnassia tenella	1		1		1
92552	Parnassia trinervis	4		4		4
70194	Parnassia wightiana	10		12		7
40382	Parochetus africanus	6		10		8
92553	Parochetus communis	81	30	368	315	36
444077	Parochetus sp	1		11		1
360026	Parodia alacriportana	4		4		2
360027	Parodia allosiphon	5		5		3
360028	Parodia arnostiana	5		5		3
247053	Parodia ayopayana	9		11		3
444078	Parodia bellavistana	2		2		1
360030	Parodia buiningii	4		4		2
360031	Parodia camargensis	4		4		3
360032	Parodia carambeiensis	4		4		2
444079	Parodia carrerana	2		2		1
360033	Parodia chrysacanthion	5		5		3
444080	Parodia compressa	2		2		1
360036	Parodia concinna	4		4		2
360037	Parodia crassigibba	7		7		3
444081	Parodia curvispina	3		3		1
444082	Parodia erinacea	12		12		3
444083	Parodia erubescens	3		3		1
360038	Parodia fusca	5		5		3
360039	Parodia gaucha	4		4		3
444084	Parodia gibbulosoides	4		4		1
444085	Parodia gracilis	2		2		1
360041	Parodia haselbergii	6		6		3
444086	Parodia hegeri	2		2		1
360043	Parodia herteri	4		4		2
360044	Parodia horstii	4		4		2
444087	Parodia langsdorfii	3		3		1
444088	Parodia laui	2		2		1
360045	Parodia leninghausii	4		4		2
360046	Parodia linkii	4		4		2
360048	Parodia maassii	7		7		3
92554	Parodia magnifica	5		5		3
247055	Parodia mammulosa	10		14		6
444089	Parodia meonacantha	3		3		1
360050	Parodia microsperma	5		5		3
444090	Parodia miguillensis	2		2		1
360051	Parodia mueller-melchersii	4		4		2
444091	Parodia multicostata	2		2		1
360052	Parodia muricata	5		5		3
444092	Parodia neglecta	2		2		1
444093	Parodia neoarechavaletae	3		3		1
360053	Parodia neohorstii	5		5		3
360054	Parodia nigrispina	5		5		3
360055	Parodia nivosa	5		5		3
444094	Parodia nothorauschii	2		2		1
444095	Parodia occulta	2		2		1
40383	Parodia ottonis	11	2	36	8	16
360057	Parodia oxycostata	6		6		2
360058	Parodia penicellata	4		4		3
444096	Parodia permutata	3		3		1
444097	Parodia pilayaensis	2		2		1
444098	Parodia punae	2		2		1
360060	Parodia rechensis	4		4		2
360061	Parodia rudibuenekeri	4		4		2
360062	Parodia schumanniana	6		6		3
360064	Parodia scopa	4		4		2
444099	Parodia slabana	2		2		1
444100	Parodia sotomayorensis	2		2		1
40384	Parodia sp	7		12		4
444101	Parodia splendens	2		2		1
360065	Parodia stockingeri	5		5		3
444102	Parodia subtilihamata	2		2		1
360068	Parodia tabularis	5		5		3
360070	Parodia tenuicylindrica	5		5		3
444103	Parodia tillii	2		2		1
444104	Parodia tredecimcostata	3		3		1
444105	Parodia turbinata	5		5		3
360072	Parodia turecekiana	5		5		3
360073	Parodia werdermanniana	5		5		3
444106	Parodia yamparaezi	2		2		1
444107	Parodia zecheri	2		2		1
360074	Parodianthus capillaris	2		2		2
360075	Parodianthus ilicifolius	2		2		2
360076	Parodiodendron marginivillosum	2		2		2
40385	Parodiodoxa chionophila	6	1	11	4	8
247060	Parodiophyllochloa cordovensis	20		22		4
360079	Parodiophyllochloa missiona	13		15		4
247061	Parodiophyllochloa ovulifera	43	2	67	8	17
247062	Parodiophyllochloa pantricha	19		33		8
247063	Parodiophyllochloa penicillata	6		18		7
247064	Parodiophyllochloa rhizogona	9		11		4
40386	Parolinia intermedia	9	3	41	9	27
40387	Parolinia ornata	10		43		24
40388	Parolinia schizogynoides	7		4		4
444108	Parolinia sp	1		5		5
247065	Paronychia ahartii	5		7		3
360081	Paronychia albanica	2		2		2
247066	Paronychia americana	9		11		3
444109	Paronychia americana subsp. americana	1		1		1
360083	Paronychia americana subsp. pauciflora	1		1		1
247067	Paronychia andina	7		9		3
92555	Paronychia arabica	138	127	464	443	26
40389	Paronychia aretioides	7		9		7
40390	Paronychia argentea	62	29	160	70	44
247068	Paronychia argyrocoma	9		11		3
247069	Paronychia baldwinii	11		13		3
360084	Paronychia baldwinii subsp. baldwinii	1		1		1
444110	Paronychia baldwinii subsp. riparia	1		1		1
360085	Paronychia bogotensis	2		2		2
360086	Paronychia bornmuelleri	2		2		2
40391	Paronychia brasiliana	4		4		1
444111	Paronychia brasiliana var. pubescens	1		1		1
444112	Paronychia braziliana	222	1	1248	6	34
360087	Paronychia bryoides	1		1		1
247070	Paronychia cabrerae	5		7		3
247071	Paronychia camphorosmoides	3		16		7
247072	Paronychia canadensis	8		10		3
92556	Paronychia canariensis	3		19		16
40392	Paronychia capitata	30	10	39	10	25
360088	Paronychia carica	2		2		2
92557	Paronychia cephalotes	9	5	29	25	9
247073	Paronychia chartacea	9		11		3
444113	Paronychia chartacea subsp. chartacea	1		1		1
360090	Paronychia chilensis	3		3		3
92558	Paronychia chionaea	5		6		5
360091	Paronychia chlorothyrsa	1		1		1
247074	Paronychia communis	17		31		7
247075	Paronychia congesta	5		7		3
360092	Paronychia coquimbensis	2		2		2
360093	Paronychia depressa	6		6		2
247076	Paronychia drummondii	6		8		3
247077	Paronychia echinulata	11		16		6
360094	Paronychia ellenbergii	2		2		2
247078	Paronychia erecta	11		13		3
360095	Paronychia erecta var. erecta	1		1		1
247079	Paronychia fasciculata	3		8		7
92559	Paronychia fastigiata	18		21		6
444114	Paronychia fastigiata var. fastigiata	1		1		1
360096	Paronychia fastigiata var. nuttallii	1		1		1
247080	Paronychia franciscana	5		7		3
360098	Paronychia fusciflora	2		2		2
103326	Paronychia glabrata	1	1	17	17	14
360099	Paronychia haggariensis	1		1		1
247082	Paronychia herniarioides	6		8		3
360100	Paronychia hieronymi	2		2		2
360101	Paronychia illecebroides	1		1		1
360102	Paronychia jamesii	10	2	12	3	6
360103	Paronychia johnstonii	2		2		2
247083	Paronychia jonesii	5		7		3
360104	Paronychia jordanica	2		2		2
40394	Paronychia kapela	36	1	64	20	42
247084	Paronychia kapela subsp. kapela	6		11		7
247085	Paronychia kapela subsp. serpyllifolia	10	2	26	19	22
247086	Paronychia libertadiana	7		9		3
360105	Paronychia limaei	2		2		2
247087	Paronychia lindheimeri	9		11		3
360106	Paronychia lindheimeri var. lindheimeri	1		1		1
360107	Paronychia macbridei	2		2		2
247089	Paronychia maccartii	5		7		3
360108	Paronychia macedonica	2		2		2
360109	Paronychia macrosepala	3		3		2
247090	Paronychia mandoniana	5		7		3
360110	Paronychia microphylla	2		2		2
247091	Paronychia monticola	6		8		3
247092	Paronychia muschleri	8		10		3
360111	Paronychia palaestina	4		4		3
360112	Paronychia paranensis	2		2		2
247093	Paronychia patula	6		8		3
360113	Paronychia peruviana	2		2		2
92560	Paronychia polygonifolia	8	1	32	20	20
444115	Paronychia przewalskii	8		25		14
92561	Paronychia pulvinata	58	24	105	38	19
360114	Paronychia rechingeri	2		2		2
360115	Paronychia revoluta	2		2		2
247094	Paronychia rugelii	12		14		3
360116	Paronychia rugelii var. rugelii	1		1		1
40395	Paronychia sessiliflora	8		10		6
247095	Paronychia setacea	11		15		3
360117	Paronychia setacea var. setacea	1		1		1
360118	Paronychia setigera	2		2		2
360119	Paronychia sinaica	5		6		5
444116	Paronychia sp	2		6		5
444117	Paronychia splendens	1		2		2
40396	Paronychia suffruticosa	44	20	78	43	29
360120	Paronychia taurica	2		2		2
360121	Paronychia virginica	7		7		2
247096	Paronychia weberbaueri	11		13		3
360123	Paronychia wilkinsonii	3		3		2
40397	Paropsia braunii	14		17		7
247098	Paropsia brazzaeana	42	2	56	7	30
360124	Paropsia edulis	3		3		2
360125	Paropsia gabonica	1		1		1
360126	Paropsia grandiflora	3		3		2
40399	Paropsia grewioides	14		18		10
360127	Paropsia guineensis	1		1		1
360128	Paropsia humblotii	3		3		2
92562	Paropsia madagascariensis	1		1		1
360129	Paropsia obscura	3		3		2
360130	Paropsia perrieri	3		3		2
40400	Paropsia sp	5	4	16	10	10
247099	Paropsia varecifomis	10		14		9
360131	Paropsiopsis atrichogyna	1		1		1
360132	Paropsiopsis decandra	1		1		1
444118	Parquia sp	1	1	5	5	5
40403	Parrotia persica	55	4	121	31	60
444119	Parrotia sp	2		6		3
247101	Parrotia subaequalis	4		4		3
40404	Parrotiopsis jacquemontiana	60	1	99	11	37
247102	Parrya arctica	5		7		3
360134	Parrya nauruaq	3		3		3
70198	Parrya nudicaulis	313	291	360	315	32
360135	Parrya pinnatifida	4		4		3
247103	Parrya rydbergii	3		5		2
444120	Parrya sp	2		6		5
444121	Parrya turkestanica	2		2		2
247104	Parryella filifolia	6		10		4
444122	Parryella sp	2		11		2
40405	Parsonsia alboflavescens	49	2	58	10	25
70199	Parsonsia brisbanensis	33		39		11
40406	Parsonsia brownii	24	2	31	10	14
247106	Parsonsia buruensis	5		19		9
40408	Parsonsia capsularis	15	4	39	22	14
444123	Parsonsia confusa	4		5		4
92564	Parsonsia crebriflora	1		1		1
444124	Parsonsia diaphanophlebia	2		2		1
40409	Parsonsia dorrigoensis	13		15		8
40410	Parsonsia eucalyptophylla	42	11	89	61	32
92565	Parsonsia ferruginea	1		1		1
92566	Parsonsia flexuosa	1		1		1
40411	Parsonsia fulva	47	3	71	21	13
360138	Parsonsia goniostemon	4		4		3
40412	Parsonsia heterophylla	46	22	134	98	20
40413	Parsonsia howeana	16	8	35	20	13
40414	Parsonsia induplicata	13	1	22	6	11
444125	Parsonsia kimberleyensis	2		2		1
444126	Parsonsia laevis	2		2		1
40415	Parsonsia lanceolata	27	4	52	10	23
40416	Parsonsia largiflorens	9	4	21	10	10
92567	Parsonsia lata	1		1		1
40417	Parsonsia latifolia	31	11	74	47	10
444127	Parsonsia lilacina	2		2		1
92568	Parsonsia longiflora	1		1		1
444128	Parsonsia longipetiolata	2		2		1
92569	Parsonsia oligantha	1		1		1
444129	Parsonsia paulforsteri	55		55		3
247109	Parsonsia procumbens	3		5		2
444130	Parsonsia purpurascens	2		2		1
40418	Parsonsia rotata	29	5	58	27	11
444131	Parsonsia smithii	2		2		1
40419	Parsonsia sp	47	40	120	106	20
40421	Parsonsia straminea	83	37	216	161	25
92570	Parsonsia tenuis	5		5		4
70200	Parsonsia velutina	28	2	37	9	14
70201	Parsonsia ventricosa	9	2	17	9	8
247110	Parthenice mollis	7		9		3
444132	Parthenice sp	1		1		1
247112	Parthenium alpinum	13		15		3
40422	Parthenium argentatum	18		34		12
360140	Parthenium cineraceum	2		2		2
360141	Parthenium confertum	11		11		2
247113	Parthenium fruticosum	4		6		1
40423	Parthenium hysterophorus	106	6	221	69	39
40424	Parthenium incanum	45	21	158	120	20
40425	Parthenium integrifolium	98	60	619	535	32
247114	Parthenium ligulatum	9		13		3
247115	Parthenium schottii	10		12		1
40426	Parthenium sp	3		5		4
70202	Parthenium tomentosum	13		17		6
247116	Parthenium tomentosum var. tomentosum	8		14		3
444133	Parthenocissus heptaphylla	6		10		1
70203	Parthenocissus heterophylla	12		16		6
247118	Parthenocissus hirsuta	2		4		1
92572	Parthenocissus laetevirens	6	3	202	199	51
40428	Parthenocissus quinquefolia	398	179	1649	1055	119
92573	Parthenocissus semicordata	15		13		5
40429	Parthenocissus sp	50		75		44
40430	Parthenocissus tricuspidata	98	19	603	334	161
40431	Parthenocissus vitacea	183	76	402	198	104
103328	Parthenoscissus tripartitus	1	1	27	27	21
444134	Parvoplaca tiroliensis	1		1		1
40432	Pasaccardoa grantii	33		40		26
40433	Pasaccardoa jeffreyi	13		17		10
40434	Pasaccardoa procumbens	10		12		7
247123	PASACINHEIRA	1	1	4	4	3
247124	PASARINHARA	1	1	6	6	5
444135	Pascalia sp	1		1		1
444136	Pascopyrum sp	1		1		1
70205	Pasithea caerulea	16		26		11
360147	Paspalidium albovillosum	6		6		3
360148	Paspalidium ankarense	3		3		3
92578	Paspalidium aversum	7		7		4
40437	Paspalidium basicladum	21	1	35	6	12
360149	Paspalidium breviflorum	6		6		3
70206	Paspalidium caespitosum	18		24		8
247126	Paspalidium chapmanii	11		13		3
40438	Paspalidium clementii	32	3	56	13	15
40439	Paspalidium constrictum	40	12	117	77	33
360150	Paspalidium criniforme	6		6		3
247127	Paspalidium dilatatum	1		1		1
70207	Paspalidium disjunctum	11		14		7
40440	Paspalidium distans	27	1	40	3	12
360152	Paspalidium distantiflorum	4		4		3
360153	Paspalidium elegantulum	3		3		3
247128	Paspalidium favidurn	1		1		1
63567	Paspalidium flavidum	14	1	25	6	10
40441	Paspalidium gausum	16		23		9
40442	Paspalidium geminatum	61		80		16
444137	Paspalidium geminatum var. geminatum	1		1		1
360154	Paspalidium globoideum	10	4	38	32	10
40443	Paspalidium gracile	10		14		7
