"Site","Plot_number","Treatment","Tree_number","Species","Height_year_1","Height_year_2","Height_year_3","BA_year_3","DBH_year_3","Mortality_year_1","Mortality_year_2","WD","WD_source"
"LLFS",1,"2SP",24,"Inga edulis",NA,130,460,54.938555125,8.36360812782155,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",25,"Calophyllum brasiliense",NA,136,215,0.7853975,0.999999577667978,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",26,"Inga edulis",NA,192,555,83.17359525,10.2907682196276,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",27,"Calophyllum brasiliense",NA,104,240,1.1309724,1.19999949320157,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",28,"Inga edulis",NA,118,495,54.655812025,8.3420585720697,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",29,"Calophyllum brasiliense",NA,70,148,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",30,"Inga edulis",NA,39,204,3.777761975,2.1931702936997,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",31,"Calophyllum brasiliense",NA,120,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",32,"Inga edulis",NA,233,586,131.970341925,12.9626331457436,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",33,"Calophyllum brasiliense",NA,83,220,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",34,"Inga edulis",NA,64,444,18.857393975,4.89999793057309,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",35,"Calophyllum brasiliense",NA,NA,NA,NA,NA,1,1,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",36,"Inga edulis",NA,115,398,37.832597575,6.94045814860529,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",37,"Calophyllum brasiliense",NA,77,98,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",38,"Inga edulis",NA,139,404,15.2367115,4.40454124892945,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",39,"Calophyllum brasiliense",NA,68,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",40,"Inga edulis",NA,170,510,73.6074537,9.68090495966687,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",41,"Calophyllum brasiliense",NA,52,84,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",42,"Inga edulis",NA,127,445,66.263987075,9.18531048662535,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",43,"Calophyllum brasiliense",NA,148,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",44,"Inga edulis",NA,75,261,5.79623355,2.71661439412749,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",45,"Calophyllum brasiliense",NA,57,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",46,"Inga edulis",NA,92,400,37.71478795,6.92964352901657,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",47,"Calophyllum brasiliense",NA,40,NA,NA,NA,1,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",1,"2SP",48,"Inga edulis",NA,260,570,142.101969675,13.4510165851867,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",1,"2SP",49,"Calophyllum brasiliense",NA,92,165,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",2,"Calophyllum brasiliense",NA,99,160,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",3,"Inga edulis",NA,95,418,100.0596415,11.2871560806885,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",4,"Calophyllum brasiliense",NA,74,117,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",5,"Inga edulis",NA,69,343,53.83114465,8.27888531788783,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",6,"Calophyllum brasiliense",NA,74,145,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",7,"Inga edulis",NA,212,526,181.890207025,15.2180749237312,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",8,"Calophyllum brasiliense",NA,75,154,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",9,"Inga edulis",NA,70,490,88.223701175,10.5985803350688,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",10,"Calophyllum brasiliense",NA,49,104,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",11,"Inga edulis",NA,78,396,55.05636475,8.37257073956757,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",12,"Calophyllum brasiliense",NA,90,166,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",13,"Inga edulis",NA,60,26,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",14,"Calophyllum brasiliense",NA,88,150,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",15,"Inga edulis",NA,48,344,10.406516875,3.6400534073285,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",16,"Calophyllum brasiliense",NA,48,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",17,"Inga edulis",NA,112,445,124.697561075,12.6003914975971,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",18,"Calophyllum brasiliense",NA,94,200,1.1309724,1.19999949320157,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",19,"Inga edulis",NA,60,400,39.748967475,7.11406756023316,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",20,"Calophyllum brasiliense",NA,42,NA,NA,NA,1,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",21,"Inga edulis",NA,115,330,53.776166825,8.27465661921177,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",22,"Calophyllum brasiliense",NA,37,60,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",23,"Inga edulis",NA,99,458,54.58512625,8.33666247942553,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",24,"Calophyllum brasiliense",NA,82,214,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",25,"Inga edulis",NA,107,410,101.544042775,11.3705712606451,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",26,"Calophyllum brasiliense",NA,72,160,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",27,"Inga edulis",NA,80,295,21.182170575,5.19326267575746,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",28,"Calophyllum brasiliense",NA,75,145,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",29,"Inga edulis",NA,86,427,48.45902575,7.85493143727172,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",30,"Calophyllum brasiliense",NA,80,203,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",31,"Inga edulis",NA,110,360,92.991064,10.8811718115191,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",32,"Calophyllum brasiliense",NA,47,108,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",33,"Inga edulis",NA,105,358,63.986334325,9.02606953137604,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",34,"Calophyllum brasiliense",NA,38,114,NA,NA,1,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",35,"Inga edulis",NA,182,425,173.21156465,14.8505829420205,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",36,"Calophyllum brasiliense",NA,82,136,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",37,"Inga edulis",NA,78,344,51.66344755,8.11048361307826,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",38,"Calophyllum brasiliense",NA,36,153,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",39,"Inga edulis",NA,53,305,21.904736275,5.28109614022741,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",40,"Calophyllum brasiliense",NA,72,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",41,"Inga edulis",NA,62,370,11.3411399,3.79999839513832,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",42,"Calophyllum brasiliense",NA,77,117,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",43,"Inga edulis",NA,62,248,11.191914375,3.77491562336695,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",44,"Calophyllum brasiliense",NA,51,144,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",45,"Inga edulis",NA,47,191,2.27765275,1.70293791738712,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",46,"Calophyllum brasiliense",NA,29,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",47,"Inga edulis",NA,130,460,147.13636765,13.6872145362258,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",2,"2SP",48,"Calophyllum brasiliense",NA,41,42,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",2,"2SP",49,"Inga edulis",NA,202,377,62.34485355,8.90954168016416,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",2,"Calophyllum brasiliense",NA,120,225,0.950330975,1.09999953543478,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",3,"Inga edulis",NA,172,300,8.443023125,3.27871787744287,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",4,"Calophyllum brasiliense",NA,187,300,3.463602975,2.09999911310275,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",5,"Inga edulis",NA,244,566,92.323476125,10.8420431981137,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",6,"Calophyllum brasiliense",NA,16,255,2.269798775,1.69999928203556,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",7,"Inga edulis",NA,168,420,67.21431805,9.2509419906119,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",8,"Calophyllum brasiliense",NA,142,273,4.16260675,2.30217191436294,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",9,"Inga edulis",NA,117,211,4.280416375,2.33452252004172,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",10,"Calophyllum brasiliense",NA,11,250,1.327321775,1.29999945096837,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",11,"Inga edulis",NA,135,355,25.17984385,5.66215267544743,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",12,"Calophyllum brasiliense",NA,117,193,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",13,"Inga edulis",NA,162,486,54.61654215,8.3390611739017,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",14,"Calophyllum brasiliense",NA,134,252,1.767144375,1.49999936650197,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",15,"Inga edulis",NA,32,256,7.08428545,3.00333021513318,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",16,"Calophyllum brasiliense",NA,68,173,NA,NA,1,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",17,"Inga edulis",NA,193,465,79.49793495,10.0608108273202,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",18,"Calophyllum brasiliense",NA,124,243,1.5393791,1.39999940873517,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",19,"Inga edulis",NA,154,433,43.330380075,7.42764790494909,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",20,"Calophyllum brasiliense",NA,145,272,2.3247766,1.72046432680104,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",21,"Inga edulis",NA,21,428,111.5578609,11.918048498976,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",22,"Calophyllum brasiliense",NA,91,147,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",23,"Inga edulis",NA,197,454,114.77799065,12.0888327211862,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",24,"Calophyllum brasiliense",NA,114,247,1.767144375,1.49999936650197,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",25,"Inga edulis",NA,94,220,9.110611,3.40587583477425,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",26,"Calophyllum brasiliense",NA,114,255,1.1309724,1.19999949320157,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",27,"Inga edulis",NA,253,477,99.093602575,11.2325372658523,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",28,"Calophyllum brasiliense",NA,91,213,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",29,"Inga edulis",NA,160,430,57.69530035,8.57087731512897,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",30,"Calophyllum brasiliense",NA,93,166,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",31,"Inga edulis",NA,204,354,21.676971,5.25356799587455,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",32,"Calophyllum brasiliense",NA,117,228,1.767144375,1.49999936650197,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",33,"Inga edulis",NA,187,437,40.864231925,7.2131793303743,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",34,"Calophyllum brasiliense",NA,135,280,2.0106176,1.59999932426877,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",35,"Inga edulis",NA,204,430,61.71653555,8.86453234109468,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",36,"Calophyllum brasiliense",NA,159,262,2.0106176,1.59999932426877,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",37,"Inga edulis",NA,244,500,147.4034028,13.6996292458404,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",38,"Calophyllum brasiliense",NA,145,273,2.0106176,1.59999932426877,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",39,"Inga edulis",NA,144,440,65.918412175,9.16132791179105,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",40,"Calophyllum brasiliense",NA,136,280,2.866700875,1.91049651059009,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",41,"Inga edulis",NA,173,400,72.924157875,9.63586641527165,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",42,"Calophyllum brasiliense",NA,NA,NA,NA,NA,1,1,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",43,"Inga edulis",NA,180,453,28.109376525,5.9824718778679,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",44,"Calophyllum brasiliense",NA,143,166,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",45,"Inga edulis",NA,234,490,121.3596217,12.4306021367647,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",46,"Calophyllum brasiliense",NA,129,264,2.27765275,1.70293791738712,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",47,"Inga edulis",NA,158,428,82.364635825,10.2406011259154,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",3,"2SP",48,"Calophyllum brasiliense",NA,185,235,1.1309724,1.19999949320157,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",3,"2SP",49,"Inga edulis",NA,152,387,53.744750925,8.27223924942042,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",2,"Calophyllum brasiliense",NA,136,182,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",3,"Inga edulis",NA,22,600,177.240653825,15.0223103877102,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",4,"Calophyllum brasiliense",NA,86,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",5,"Inga edulis",NA,134,400,50.477497325,8.01685385381656,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",6,"Calophyllum brasiliense",NA,103,150,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",7,"Inga edulis",NA,254,460,76.98466295,9.90050085632277,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",8,"Calophyllum brasiliense",NA,129,245,1.767144375,1.49999936650197,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",9,"Inga edulis",NA,100,190,1.570795,1.41421296510542,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",10,"Calophyllum brasiliense",NA,105,174,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",11,"Inga edulis",NA,234,600,179.71465595,15.1267910253303,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",12,"Calophyllum brasiliense",NA,80,150,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",13,"Inga edulis",NA,135,335,34.266892925,6.60529811191861,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",14,"Calophyllum brasiliense",NA,59,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",15,"Inga edulis",NA,70,310,9.558287575,3.48855123517496,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",16,"Calophyllum brasiliense",NA,83,164,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",17,"Inga edulis",NA,208,510,80.7074471,10.137056436774,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",18,"Calophyllum brasiliense",NA,118,220,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",19,"Inga edulis",NA,153,430,43.094760825,7.40742557527875,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",20,"Calophyllum brasiliense",NA,99,146,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",21,"Inga edulis",NA,224,440,118.54789865,12.2857589308287,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",22,"Calophyllum brasiliense",NA,91,217,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",23,"Inga edulis",NA,22,460,57.7110083,8.57204397644454,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",24,"Calophyllum brasiliense",NA,83,255,2.269798775,1.69999928203556,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",25,"Inga edulis",NA,159,518,78.93244875,10.0249645940164,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",26,"Calophyllum brasiliense",NA,153,120,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",27,"Inga edulis",NA,163,495,63.530803775,8.99388301431256,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",28,"Calophyllum brasiliense",NA,121,165,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",29,"Inga edulis",NA,246,550,209.300579775,16.3245145381272,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",30,"Calophyllum brasiliense",NA,1,160,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",31,"Inga edulis",NA,173,510,72.5393131,9.61040696260285,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",32,"Calophyllum brasiliense",NA,51,70,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",33,"Inga edulis",NA,149,435,54.2238434,8.30902772196644,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",34,"Calophyllum brasiliense",NA,127,265,0.950330975,1.09999953543478,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",35,"Inga edulis",NA,177,425,108.015718175,11.7273135812674,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",36,"Calophyllum brasiliense",NA,125,213,0.7853975,0.999999577667978,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",37,"Inga edulis",NA,142,495,48.859578475,7.88732828361169,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",38,"Calophyllum brasiliense",NA,112,186,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",39,"Inga edulis",NA,139,460,57.78954805,8.57787490289016,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",40,"Calophyllum brasiliense",NA,117,260,0.7853975,0.999999577667978,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",41,"Inga edulis",NA,163,253,127.305080775,12.7314517274517,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",42,"Calophyllum brasiliense",NA,128,202,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",43,"Inga edulis",NA,24,435,90.909760625,10.7587128519241,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",44,"Calophyllum brasiliense",NA,85,222,0.7853975,0.999999577667978,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",45,"Inga edulis",NA,168,500,142.086261725,13.4502731270358,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",46,"Calophyllum brasiliense",NA,72,100,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",47,"Inga edulis",NA,153,485,77.385215675,9.92622369157926,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",4,"2SP",48,"Calophyllum brasiliense",NA,105,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",4,"2SP",49,"Inga edulis",NA,127,278,15.91215335,4.50110907300746,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",5,"2SP",2,"Inga edulis",NA,63,77,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",5,"2SP",3,"Calophyllum brasiliense",NA,74,83,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",5,"2SP",4,"Inga edulis",NA,49,97,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",5,"2SP",5,"Calophyllum brasiliense",NA,82,NA,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",5,"2SP",6,"Inga edulis",NA,105,192,3.495018875,2.10950142006252,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",5,"2SP",7,"Calophyllum brasiliense",NA,72,100,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
"LLFS",5,"2SP",8,"Inga edulis",NA,106,118,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"LLFS",5,"2SP",9,"Calophyllum brasiliense",NA,80,106,NA,NA,NA,NA,0.571,"BIOMASS+BIEN+Zanne+TWDD+CIRAD"
