"Site","Plot_number","Treatment","Tree_number","Species","Height_year_1","Height_year_2","Height_year_3","BA_year_3","DBH_year_3","Mortality_year_1","Mortality_year_2","WD","WD_source"
"FAB",1,"2SP",12,"Inga edulis",1,272,380,93.878862,10.9329904195117,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",13,"Ficus insipida",1,71,99,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",14,"Inga edulis",1,230,376,38.044776,6.95989319413676,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",15,"Ficus insipida",1,265,420,20.428254,5.10000596300576,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",16,"Inga edulis",1,387,657,125.58546,12.6451719607033,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",17,"Ficus insipida",1,325,580,25.517646,5.70000666453584,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",18,"Inga edulis",1,414,630,144.992694,13.5871421461058,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",19,"Ficus insipida",1,184,417,10.273032,3.6166324926276,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",20,"Inga edulis",1,281,393,65.957892,9.16407095028029,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",21,"Ficus insipida",1,78,74,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",22,"Inga edulis",1,379,453,39.592014,7.10000830143939,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",23,"Ficus insipida",NA,90,149,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",24,"Inga edulis",1,400,631,147.53739,13.705854197204,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",25,"Ficus insipida",1,88,117,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",26,"Inga edulis",1,310,518,82.066446,10.2220469742157,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",27,"Ficus insipida",1,159,373,12.88056,4.04969608123053,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",28,"Inga edulis",1,250,405,57.420594,8.55044858255885,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",29,"Ficus insipida",1,103,180,1.76715,1.50000175382522,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",30,"Inga edulis",1,374,552,80.338566,10.1138637126726,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",31,"Ficus insipida",1,203,433,7.547694,3.10000362457213,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",32,"Inga edulis",1,330,548,164.831898,14.4869075639818,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",33,"Ficus insipida",1,85,143,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",34,"Inga edulis",1,338,510,53.76063,8.27346119020785,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",35,"Ficus insipida",1,107,185,3.597132,2.14009595813652,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",36,"Inga edulis",1,456,520,160.26087,14.2846238017548,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",37,"Ficus insipida",1,92,120,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",38,"Inga edulis",1,441,589,130.321422,12.8813969745722,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",39,"Ficus insipida",1,81,133,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",40,"Inga edulis",1,300,553,90.980736,10.7629118218217,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",41,"Ficus insipida",1,92,84,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",42,"Inga edulis",1,172,189,3.1416,2.00000233843363,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",43,"Ficus insipida",1,156,200,5.411406,2.62488401873628,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",44,"Inga edulis",1,346,464,94.13019,10.9476152773759,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",45,"Ficus insipida",1,137,286,12.29151,3.95601271440167,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",46,"Inga edulis",1,249,415,36.332604,6.80147838164637,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",47,"Ficus insipida",1,97,193,5.411406,2.62488401873628,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",1,"2SP",48,"Inga edulis",1,246,363,61.355448,8.83856225177726,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",1,"2SP",49,"Ficus insipida",1,64,NA,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",2,"Inga edulis",1,78,134,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",3,"Ficus insipida",1,89,96,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",4,"Inga edulis",1,42,30,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",5,"Ficus insipida",1,70,70,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",6,"Inga edulis",1,85,160,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",7,"Ficus insipida",NA,83,100,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",8,"Inga edulis",1,140,197,3.683526,2.16564331487439,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",9,"Ficus insipida",1,70,72,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",10,"Inga edulis",1,110,132,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",11,"Ficus insipida",1,80,50,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",12,"Inga edulis",NA,NA,93,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",13,"Ficus insipida",1,63,76,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",14,"Inga edulis",1,95,290,7.0686,3.00000350765044,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",15,"Ficus insipida",NA,84,88,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",16,"Inga edulis",1,70,195,1.327326,1.30000151998186,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",17,"Ficus insipida",1,85,28,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",18,"Inga edulis",1,89,195,2.835294,1.90000222151195,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",19,"Ficus insipida",NA,95,45,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",20,"Inga edulis",NA,NA,50,NA,NA,1,1,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",21,"Ficus insipida",NA,77,83,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",22,"Inga edulis",1,100,130,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",23,"Ficus insipida",1,85,47,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",24,"Inga edulis",1,85,148,1.539384,1.40000163690354,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",25,"Ficus insipida",1,45,68,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",26,"Inga edulis",NA,190,214,3.96627,2.24722313291243,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",27,"Ficus insipida",1,110,135,1.327326,1.30000151998186,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",28,"Inga edulis",NA,NA,22,NA,NA,1,1,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",29,"Ficus insipida",1,100,96,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",30,"Inga edulis",1,74,110,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",31,"Ficus insipida",1,60,92,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",32,"Inga edulis",1,205,350,17.00391,4.65296148996719,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",33,"Ficus insipida",1,83,80,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",34,"Inga edulis",NA,95,197,3.243702,2.0322425194195,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",35,"Ficus insipida",1,10,104,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",36,"Inga edulis",1,68,82,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",37,"Ficus insipida",NA,56,59,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",38,"Inga edulis",1,72,173,1.76715,1.50000175382522,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",39,"Ficus insipida",1,37,NA,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",40,"Inga edulis",1,85,158,1.916376,1.56205176155638,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",41,"Ficus insipida",1,100,103,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",42,"Inga edulis",1,90,212,2.010624,1.6000018707469,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",43,"Ficus insipida",1,110,NA,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",44,"Inga edulis",1,145,200,3.801336,2.20000257227699,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",45,"Ficus insipida",1,107,110,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",46,"Inga edulis",1,200,270,21.378588,5.21728508442855,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",47,"Ficus insipida",1,100,114,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",2,"2SP",48,"Inga edulis",1,110,200,3.1416,2.00000233843363,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",2,"2SP",49,"Ficus insipida",1,103,NA,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",2,"Inga edulis",1,130,177,3.306534,2.05183085190065,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",3,"Ficus insipida",1,52,62,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",4,"Inga edulis",1,108,136,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",5,"Ficus insipida",1,12,NA,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",6,"Inga edulis",1,153,255,9.30699,3.44238692050367,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",7,"Ficus insipida",1,NA,46,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",8,"Inga edulis",1,133,194,3.1416,2.00000233843363,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",9,"Ficus insipida",1,NA,53,NA,NA,1,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",10,"Inga edulis",NA,92,175,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",11,"Ficus insipida",1,10,79,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",12,"Inga edulis",1,120,145,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",13,"Ficus insipida",1,NA,45,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",14,"Inga edulis",1,160,255,8.686524,3.32566171807823,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",15,"Ficus insipida",1,NA,20,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",16,"Inga edulis",NA,89,125,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",17,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",18,"Inga edulis",1,104,93,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",19,"Ficus insipida",1,16,73,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",20,"Inga edulis",1,149,190,2.67036,1.84391104738786,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",21,"Ficus insipida",1,13,30,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",22,"Inga edulis",1,143,180,5.387844,2.61916323310787,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",23,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",24,"Inga edulis",1,85,107,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",25,"Ficus insipida",1,NA,66,NA,NA,1,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",26,"Inga edulis",1,180,230,8.144598,3.22025220278955,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",27,"Ficus insipida",1,NA,55,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",28,"Inga edulis",1,112,183,2.898126,1.92093951722201,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",29,"Ficus insipida",1,NA,50,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",30,"Inga edulis",1,178,257,7.806876,3.15278024036625,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",31,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",32,"Inga edulis",1,109,100,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",33,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",34,"Inga edulis",1,180,245,10.312302,3.62353842309579,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",35,"Ficus insipida",1,NA,20,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",36,"Inga edulis",1,217,260,12.68421,4.01871095822096,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",37,"Ficus insipida",1,NA,40,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",38,"Inga edulis",1,88,74,NA,NA,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",39,"Ficus insipida",1,15,28,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",40,"Inga edulis",1,160,184,1.539384,1.40000163690354,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",41,"Ficus insipida",1,NA,52,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",42,"Inga edulis",1,205,267,14.679126,4.32319831899372,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",43,"Ficus insipida",1,124,66,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",44,"Inga edulis",1,182,264,6.699462,2.92061978813582,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",45,"Ficus insipida",1,NA,42,NA,NA,1,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",46,"Inga edulis",1,150,178,3.801336,2.20000257227699,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",47,"Ficus insipida",1,NA,40,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",3,"2SP",48,"Inga edulis",1,300,348,15.47238,4.43847339376609,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",3,"2SP",49,"Ficus insipida",1,NA,32,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",2,"Inga edulis",1,153,224,4.523904,2.40000280612036,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",3,"Ficus insipida",1,NA,56,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",4,"Inga edulis",1,137,186,2.458302,1.76918266985112,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",5,"Ficus insipida",1,NA,43,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",6,"Inga edulis",1,300,357,26.145966,5.76975544078785,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",7,"Ficus insipida",1,38,33,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",8,"Inga edulis",1,131,200,6.95079,2.97489843442591,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",9,"Ficus insipida",1,NA,50,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",10,"Inga edulis",1,121,196,3.997686,2.25610547240907,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",11,"Ficus insipida",1,NA,56,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",12,"Inga edulis",1,197,240,39.599868,7.10071249269343,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",13,"Ficus insipida",1,50,NA,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",14,"Inga edulis",1,230,280,15.558774,4.4508478208536,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",15,"Ficus insipida",1,NA,40,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",16,"Inga edulis",1,139,275,18.943848,4.91121740539473,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",17,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",18,"Inga edulis",1,134,220,8.498028,3.28938068667442,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",19,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",20,"Inga edulis",1,217,351,12.29151,3.95601271440167,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",21,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",22,"Inga edulis",1,142,188,3.65211,2.1563883865674,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",23,"Ficus insipida",1,NA,33,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",24,"Inga edulis",1,208,310,21.71631,5.25833287817799,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",25,"Ficus insipida",1,NA,34,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",26,"Inga edulis",1,182,245,11.105556,3.760323532021,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",27,"Ficus insipida",1,97,35,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",28,"Inga edulis",1,247,328,43.966692,7.48198709605885,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",29,"Ficus insipida",1,114,131,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",30,"Inga edulis",1,194,275,38.618118,7.01214054200633,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",31,"Ficus insipida",1,NA,77,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",32,"Inga edulis",1,189,250,15.008994,4.37150371010855,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",33,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",34,"Inga edulis",1,16,317,7.744044,3.14006736503679,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",35,"Ficus insipida",1,92,125,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",36,"Inga edulis",1,166,217,13.414632,4.13280049608855,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",37,"Ficus insipida",1,41,20,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",38,"Inga edulis",1,181,230,8.144598,3.22025220278955,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",39,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",40,"Inga edulis",1,234,350,20.923056,5.16140119501559,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",41,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",42,"Inga edulis",NA,110,210,5.686296,2.69072795545543,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",43,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",44,"Inga edulis",1,177,220,10.343718,3.62905370547046,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",45,"Ficus insipida",1,NA,NA,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",46,"Inga edulis",1,263,363,51.781422,8.11973855324291,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",47,"Ficus insipida",1,97,108,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",4,"2SP",48,"Inga edulis",1,227,372,40.542348,7.18471437915346,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",4,"2SP",49,"Ficus insipida",1,113,181,5.309304,2.60000303996372,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",2,"Ficus insipida",1,65,73,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",3,"Inga edulis",1,172,260,20.06697,5.05470669248119,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",4,"Ficus insipida",1,NA,NA,NA,NA,NA,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",5,"Inga edulis",1,125,180,1.735734,1.48660861289761,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",6,"Ficus insipida",1,45,NA,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",7,"Inga edulis",1,205,200,2.55255,1.80277774556758,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",8,"Ficus insipida",1,67,22,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",9,"Inga edulis",1,115,175,4.406094,2.36854662580671,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",10,"Ficus insipida",1,45,NA,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",11,"Inga edulis",1,182,300,24.394524,5.5731564334577,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",12,"Ficus insipida",1,90,120,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",13,"Inga edulis",1,125,215,4.16262,2.30217557838352,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",14,"Ficus insipida",1,NA,NA,NA,NA,1,1,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",15,"Inga edulis",1,47,110,NA,NA,1,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",16,"Ficus insipida",1,119,67,NA,NA,NA,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
"FAB",5,"2SP",17,"Inga edulis",1,230,275,34.840344,6.66033810950889,NA,NA,0.58,"BIOMASS+BIEN+Zanne"
"FAB",5,"2SP",18,"Ficus insipida",NA,67,77,NA,NA,1,NA,0.37,"BIOMASS+BIEN+Zanne+CIRAD"
