"Site","Treatment","Plot_number","Year","Percent_canopy_cover"
"FCEA","2SP",5,"3",10.82
"FCEA","2SP",6,"3",79.2
"FCEA","2SP",6,"3",39.16
"FCEA","2SP",6,"3",1.97999999999999
"FCEA","2SP",6,"3",29.8
"FCEA","2SP",6,"3",85.7
"FCEA","2SP",6,"3",94.02
"FCEA","6SP",1,"3",85.96
"FCEA","6SP",1,"3",85.7
"FCEA","6SP",1,"3",92.72
"FCEA","6SP",1,"3",81.28
"FCEA","6SP",1,"3",90.64
"FCEA","6SP",1,"3",91.16
"FCEA","6SP",2,"3",20.44
"FCEA","6SP",2,"3",32.92
"FCEA","6SP",2,"3",53.72
"FCEA","6SP",2,"3",7.7
"FCEA","6SP",2,"3",9.78
"FCEA","6SP",2,"3",1.72
"FCEA","6SP",3,"3",67.24
"FCEA","6SP",3,"3",82.84
"FCEA","6SP",3,"3",65.68
"FCEA","6SP",3,"3",76.86
"FCEA","6SP",3,"3",80.24
"FCEA","6SP",3,"3",68.54
"FCEA","6SP",4,"3",6.39999999999999
"FCEA","6SP",4,"3",6.66
"FCEA","6SP",4,"3",84
"FCEA","6SP",4,"3",6.14
"FCEA","6SP",4,"3",12.12
"FCEA","6SP",4,"3",41.5
"FCEA","6SP",5,"3",6.66
"FCEA","6SP",5,"3",10.56
"FCEA","6SP",5,"3",36.56
"FCEA","6SP",5,"3",1.45999999999999
"FCEA","6SP",5,"3",4.84
"FCEA","6SP",5,"3",9.52
"FCEA","6SP",6,"3",26.68
"FCEA","6SP",6,"3",4.84
"FCEA","6SP",6,"3",0.939999999999998
"FCEA","6SP",6,"3",1.97999999999999
"FCEA","6SP",6,"3",3.53999999999999
"FCEA","6SP",6,"3",22.52
"FCEA","12SP",1,"3",73.74
"FCEA","12SP",1,"3",26.16
"FCEA","12SP",1,"3",89.08
"FCEA","12SP",1,"3",61.52
"FCEA","12SP",1,"3",84.4
"FCEA","12SP",1,"3",52.68
"FCEA","12SP",2,"3",70.62
"FCEA","12SP",2,"3",59.7
"FCEA","12SP",2,"3",38.38
"FCEA","12SP",2,"3",70.36
"FCEA","12SP",2,"3",14.72
"FCEA","12SP",2,"3",14.98
"FCEA","12SP",3,"3",31.1
"FCEA","12SP",3,"3",22.52
"FCEA","12SP",3,"3",38.12
"FCEA","12SP",3,"3",14.98
"FCEA","12SP",3,"3",3.8
"FCEA","12SP",3,"3",13.94
"FCEA","12SP",4,"3",13.94
"FCEA","12SP",4,"3",14.72
"FCEA","12SP",4,"3",7.7
"FCEA","12SP",4,"3",2.5
"FCEA","12SP",4,"3",31.1
"FCEA","12SP",4,"3",6.92
"FCEA","12SP",5,"3",7.44
"FCEA","12SP",5,"3",5.36
"FCEA","12SP",5,"3",17.06
"FCEA","12SP",5,"3",16.28
"FCEA","12SP",5,"3",1.72
"FCEA","12SP",5,"3",4.58
"FCEA","12SP",6,"3",22.52
"FCEA","12SP",6,"3",2.75999999999999
"FCEA","12SP",6,"3",4.06
"FCEA","12SP",6,"3",31.1
"FCEA","12SP",6,"3",3.02
"FCEA","12SP",6,"3",0.679999999999993
"LLFS","M1",1,"2",8.1
"LLFS","M1",1,"2",3.9
"LLFS","M1",1,"2",1.3
"LLFS","M1",1,"2",19
"LLFS","M1",2,"2",2.1
"LLFS","M1",2,"2",5.7
"LLFS","M1",2,"2",6.2
"LLFS","M1",2,"2",0
"LLFS","M1",3,"2",17.9
"LLFS","M1",3,"2",71.2
"LLFS","M1",3,"2",37.4
"LLFS","M1",3,"2",23.1
"LLFS","M1",4,"2",16.9
"LLFS","M1",4,"2",20.8
"LLFS","M1",4,"2",9.4
"LLFS","M1",4,"2",10.4
"LLFS","M1",5,"2",1.3
"LLFS","M1",5,"2",3.6
"LLFS","M1",5,"2",9.9
"LLFS","M1",5,"2",1
"LLFS","M1",6,"2",0
"LLFS","M1",6,"2",0
"LLFS","M1",6,"2",0.8
"LLFS","M1",6,"2",0
"LLFS","M2",1,"2",6.8
"LLFS","M2",1,"2",1.8
"LLFS","M2",1,"2",0.8
"LLFS","M2",1,"2",9.9
"LLFS","M2",2,"2",0
"LLFS","M2",2,"2",0
"LLFS","M2",2,"2",0
"LLFS","M2",2,"2",0
"LLFS","M2",3,"2",0
"LLFS","M2",3,"2",0
"LLFS","M2",3,"2",0
"LLFS","M2",3,"2",0
"LLFS","M2",4,"2",2.6
"LLFS","M2",4,"2",7.5
"LLFS","M2",4,"2",0
"LLFS","M2",4,"2",0
"LLFS","M2",5,"2",0
"LLFS","M2",5,"2",0
"LLFS","M2",5,"2",0
"LLFS","M2",5,"2",0
"LLFS","M2",6,"2",3.9
"LLFS","M2",6,"2",0
"LLFS","M2",6,"2",0
"LLFS","M2",6,"2",3.4
"LLFS","2SP",1,"2",6
"LLFS","2SP",1,"2",1.3
"LLFS","2SP",1,"2",2.6
"LLFS","2SP",1,"2",5.2
"LLFS","2SP",2,"2",0.3
"LLFS","2SP",2,"2",0
"LLFS","2SP",2,"2",0
"LLFS","2SP",2,"2",0
"LLFS","2SP",3,"2",10.9
"LLFS","2SP",3,"2",2.6
"LLFS","2SP",3,"2",0
"LLFS","2SP",3,"2",1.6
"LLFS","2SP",4,"2",1.3
"LLFS","2SP",4,"2",1.8
"LLFS","2SP",4,"2",2.3
"LLFS","2SP",4,"2",0.8
"LLFS","2SP",5,"2",0
"LLFS","2SP",5,"2",5.2
"LLFS","2SP",5,"2",13.8
"LLFS","2SP",5,"2",0
"LLFS","2SP",6,"2",1
"LLFS","2SP",6,"2",0
"LLFS","2SP",6,"2",1.6
"LLFS","2SP",6,"2",0.3
"LLFS","6SP",1,"2",2.6
"LLFS","6SP",1,"2",1.3
"LLFS","6SP",1,"2",0
"LLFS","6SP",1,"2",2.1
"LLFS","6SP",2,"2",5.5
"LLFS","6SP",2,"2",7.3
"LLFS","6SP",2,"2",1.6
"LLFS","6SP",2,"2",0.8
"LLFS","6SP",3,"2",6
"LLFS","6SP",3,"2",0
"LLFS","6SP",3,"2",0
"LLFS","6SP",3,"2",0
"LLFS","6SP",4,"2",2.3
"LLFS","6SP",4,"2",1.8
"LLFS","6SP",4,"2",0
"LLFS","6SP",4,"2",1.3
"LLFS","6SP",5,"2",7
"LLFS","6SP",5,"2",2.6
"LLFS","6SP",5,"2",0.5
"LLFS","6SP",5,"2",1
"LLFS","6SP",6,"2",9.6
"LLFS","6SP",6,"2",14.6
"LLFS","6SP",6,"2",12.2
"LLFS","6SP",6,"2",8.3
"LLFS","12SP",1,"2",11.7
"LLFS","12SP",1,"2",0.8
"LLFS","12SP",1,"2",0.8
"LLFS","12SP",1,"2",0
"LLFS","12SP",2,"2",0
"LLFS","12SP",2,"2",1
"LLFS","12SP",2,"2",0
"LLFS","12SP",2,"2",0
"LLFS","12SP",3,"2",8.6
"LLFS","12SP",3,"2",0
"LLFS","12SP",3,"2",24.4
"LLFS","12SP",3,"2",0
"LLFS","12SP",4,"2",5.5
"LLFS","12SP",4,"2",17.2
"LLFS","12SP",4,"2",3.1
"LLFS","12SP",4,"2",38.7
"LLFS","12SP",5,"2",5.7
"LLFS","12SP",5,"2",3.9
"LLFS","12SP",5,"2",0
"LLFS","12SP",5,"2",0
"LLFS","12SP",6,"2",14.8
"LLFS","12SP",6,"2",6.8
"LLFS","12SP",6,"2",1.3
"LLFS","12SP",6,"2",7.8
"LLFS","M1",1,"3",85.96
"LLFS","M1",1,"3",94.28
"LLFS","M1",1,"3",97.14
"LLFS","M1",1,"3",88.82
"LLFS","M1",1,"3",95.84
"LLFS","M1",1,"3",95.32
"LLFS","M1",2,"3",96.1
"LLFS","M1",2,"3",97.4
"LLFS","M1",2,"3",98.44
"LLFS","M1",2,"3",94.8
"LLFS","M1",2,"3",98.44
"LLFS","M1",2,"3",97.92
"LLFS","M1",3,"3",96.88
"LLFS","M1",3,"3",95.06
"LLFS","M1",3,"3",93.76
"LLFS","M1",3,"3",90.9
"LLFS","M1",3,"3",92.98
"LLFS","M1",3,"3",95.84
"LLFS","M1",4,"3",96.36
"LLFS","M1",4,"3",95.84
"LLFS","M1",4,"3",95.06
"LLFS","M1",4,"3",95.06
"LLFS","M1",4,"3",96.36
"LLFS","M1",4,"3",97.66
"LLFS","M1",5,"3",93.5
"LLFS","M1",5,"3",95.84
"LLFS","M1",5,"3",96.1
"LLFS","M1",5,"3",95.06
"LLFS","M1",5,"3",96.36
"LLFS","M1",5,"3",97.4
"LLFS","M1",6,"3",55.54
"LLFS","M1",6,"3",57.36
"LLFS","M1",6,"3",89.86
"LLFS","M1",6,"3",33.7
"LLFS","M1",6,"3",86.22
"LLFS","M1",6,"3",86.22
"LLFS","M2",1,"3",4.58
"LLFS","M2",1,"3",4.84
"LLFS","M2",1,"3",3.8
"LLFS","M2",1,"3",20.44
"LLFS","M2",1,"3",6.39999999999999
"LLFS","M2",1,"3",4.06
"LLFS","M2",2,"3",3.28
"LLFS","M2",2,"3",16.54
"LLFS","M2",2,"3",2.23999999999999
"LLFS","M2",2,"3",1.2
"LLFS","M2",2,"3",10.04
"LLFS","M2",2,"3",1.2
"LLFS","M2",3,"3",0
"LLFS","M2",3,"3",10.92
"LLFS","M2",3,"3",1.56
"LLFS","M2",3,"3",0
"LLFS","M2",3,"3",5.72
"LLFS","M2",3,"3",2.6
"LLFS","M2",4,"3",5.2
"LLFS","M2",4,"3",0
"LLFS","M2",4,"3",0
"LLFS","M2",4,"3",0
"LLFS","M2",4,"3",12.48
"LLFS","M2",4,"3",2.34
"LLFS","M2",5,"3",21.84
"LLFS","M2",5,"3",8.84
"LLFS","M2",5,"3",16.38
"LLFS","M2",5,"3",2.86
"LLFS","M2",5,"3",47.84
"LLFS","M2",5,"3",41.08
"LLFS","M2",6,"3",33.44
"LLFS","M2",6,"3",13.94
"LLFS","M2",6,"3",2.23999999999999
"LLFS","M2",6,"3",27.46
"LLFS","M2",6,"3",15.76
"LLFS","M2",6,"3",15.24
"LLFS","2SP",1,"3",87.26
"LLFS","2SP",1,"3",94.54
"LLFS","2SP",1,"3",84.4
"LLFS","2SP",1,"3",48
"LLFS","2SP",1,"3",68.28
"LLFS","2SP",1,"3",92.46
"LLFS","2SP",2,"3",83.88
"LLFS","2SP",2,"3",95.32
"LLFS","2SP",2,"3",97.4
"LLFS","2SP",2,"3",79.98
"LLFS","2SP",2,"3",94.54
"LLFS","2SP",2,"3",96.36
"LLFS","2SP",3,"3",85.96
"LLFS","2SP",3,"3",29.28
"LLFS","2SP",3,"3",71.4
"LLFS","2SP",3,"3",95.84
"LLFS","2SP",3,"3",84.14
"LLFS","2SP",3,"3",78.16
"LLFS","2SP",4,"3",95.58
"LLFS","2SP",4,"3",90.38
"LLFS","2SP",4,"3",94.28
"LLFS","2SP",4,"3",97.14
"LLFS","2SP",4,"3",93.5
"LLFS","2SP",4,"3",92.98
"LLFS","2SP",5,"3",1.45999999999999
"LLFS","2SP",5,"3",1.97999999999999
"LLFS","2SP",5,"3",0.939999999999998
"LLFS","2SP",5,"3",0.159999999999997
"LLFS","2SP",5,"3",0.159999999999997
"LLFS","2SP",5,"3",0.159999999999997
"LLFS","2SP",6,"3",66.72
"LLFS","2SP",6,"3",88.04
"LLFS","2SP",6,"3",86.22
"LLFS","2SP",6,"3",40.2
"LLFS","2SP",6,"3",59.18
"LLFS","2SP",6,"3",74.26
"LLFS","6SP",1,"3",61.52
"LLFS","6SP",1,"3",90.38
"LLFS","6SP",1,"3",95.58
"LLFS","6SP",1,"3",39.42
"LLFS","6SP",1,"3",84.92
"LLFS","6SP",1,"3",90.9
"LLFS","6SP",2,"3",93.24
"LLFS","6SP",2,"3",88.56
"LLFS","6SP",2,"3",82.84
"LLFS","6SP",2,"3",91.42
"LLFS","6SP",2,"3",70.88
"LLFS","6SP",2,"3",88.56
"LLFS","6SP",3,"3",76.86
"LLFS","6SP",3,"3",87.52
"LLFS","6SP",3,"3",97.4
"LLFS","6SP",3,"3",91.16
"LLFS","6SP",3,"3",96.1
"LLFS","6SP",3,"3",88.04
"LLFS","6SP",4,"3",87.78
"LLFS","6SP",4,"3",95.06
"LLFS","6SP",4,"3",86.74
"LLFS","6SP",4,"3",89.86
"LLFS","6SP",4,"3",82.58
"LLFS","6SP",4,"3",86.22
"LLFS","6SP",5,"3",57.88
"LLFS","6SP",5,"3",51.12
"LLFS","6SP",5,"3",17.32
"LLFS","6SP",5,"3",26.94
"LLFS","6SP",5,"3",58.92
"LLFS","6SP",5,"3",39.16
"LLFS","6SP",6,"3",39.42
"LLFS","6SP",6,"3",49.56
"LLFS","6SP",6,"3",36.56
"LLFS","6SP",6,"3",42.54
"LLFS","6SP",6,"3",50.6
"LLFS","6SP",6,"3",63.34
"LLFS","12SP",1,"3",39.94
"LLFS","12SP",1,"3",71.14
"LLFS","12SP",1,"3",23.04
"LLFS","12SP",1,"3",19.66
"LLFS","12SP",1,"3",42.8
"LLFS","12SP",1,"3",42.8
"LLFS","12SP",2,"3",35.26
"LLFS","12SP",2,"3",15.24
"LLFS","12SP",2,"3",44.88
"LLFS","12SP",2,"3",30.06
"LLFS","12SP",2,"3",28.24
"LLFS","12SP",2,"3",6.92
"LLFS","12SP",3,"3",97.14
"LLFS","12SP",3,"3",24.44
"LLFS","12SP",3,"3",88.04
"LLFS","12SP",3,"3",9.36
"LLFS","12SP",3,"3",94.54
"LLFS","12SP",3,"3",33.44
"LLFS","12SP",4,"3",41.6
"LLFS","12SP",4,"3",25.48
"LLFS","12SP",4,"3",7.02
"LLFS","12SP",4,"3",53.04
"LLFS","12SP",4,"3",22.88
"LLFS","12SP",4,"3",14.82
"LLFS","12SP",5,"3",25.64
"LLFS","12SP",5,"3",2.23999999999999
"LLFS","12SP",5,"3",3.28
"LLFS","12SP",5,"3",8.73999999999999
"LLFS","12SP",5,"3",13.16
"LLFS","12SP",5,"3",10.56
"LLFS","12SP",6,"3",48
"LLFS","12SP",6,"3",22.26
"LLFS","12SP",6,"3",46.18
"LLFS","12SP",6,"3",17.58
"LLFS","12SP",6,"3",18.62
"LLFS","12SP",6,"3",22.52
"GAM","M1",1,"3",68.2291666666667
"GAM","M1",1,"3",82.5520833333333
"GAM","M1",1,"3",45.3125
"GAM","M1",1,"3",77.0833333333333
"GAM","M1",1,"3",62.2395833333333
"GAM","M1",2,"3",64.3229166666667
"GAM","M1",2,"3",22.3958333333333
"GAM","M1",2,"3",17.4479166666667
"GAM","M1",2,"3",35.6770833333333
"GAM","M1",2,"3",1.82291666666667
"GAM","M1",3,"3",77.6041666666667
"GAM","M1",3,"3",20.3125
"GAM","M1",3,"3",29.4270833333333
"GAM","M1",3,"3",0
"GAM","M1",3,"3",59.8958333333333
"GAM","M1",4,"3",93.4895833333333
"GAM","M1",4,"3",93.4895833333333
"GAM","M1",4,"3",94.2708333333333
"GAM","M1",4,"3",81.5104166666667
"GAM","M1",4,"3",83.8541666666667
"GAM","M1",5,"3",89.84375
"GAM","M1",5,"3",57.8125
"GAM","M1",5,"3",36.4583333333333
"GAM","M1",5,"3",21.875
"GAM","M1",5,"3",57.8125
"GAM","M1",6,"3",91.40625
"GAM","M1",6,"3",94.53125
"GAM","M1",6,"3",94.53125
"GAM","M1",6,"3",92.7083333333333
"GAM","M1",6,"3",94.53125
"GAM","M2",1,"3",0
"GAM","M2",1,"3",3.64583333333333
"GAM","M2",1,"3",4.6875
"GAM","M2",1,"3",2.86458333333333
"GAM","M2",1,"3",39.3229166666667
"GAM","M2",2,"3",28.125
"GAM","M2",2,"3",40.625
"GAM","M2",2,"3",6.77083333333333
"GAM","M2",2,"3",0.78125
"GAM","M2",2,"3",17.7083333333333
"GAM","M2",3,"3",3.64583333333333
"GAM","M2",3,"3",0
"GAM","M2",3,"3",5.20833333333333
"GAM","M2",3,"3",0
"GAM","M2",3,"3",0
"GAM","M2",4,"3",2.34375
"GAM","M2",4,"3",16.9270833333333
"GAM","M2",4,"3",0.520833333333333
"GAM","M2",4,"3",0
"GAM","M2",4,"3",1.82291666666667
"GAM","M2",5,"3",0.78125
"GAM","M2",5,"3",0
"GAM","M2",5,"3",10.4166666666667
"GAM","M2",5,"3",0
"GAM","M2",5,"3",1.30208333333333
"GAM","2SP",1,"3",54.1666666666667
"GAM","2SP",1,"3",65.625
"GAM","2SP",1,"3",33.3333333333333
"GAM","2SP",1,"3",18.4895833333333
"GAM","2SP",1,"3",66.6666666666667
"GAM","2SP",2,"3",14.84375
"GAM","2SP",2,"3",2.86458333333333
"GAM","2SP",2,"3",4.94791666666667
"GAM","2SP",2,"3",7.29166666666667
"GAM","2SP",2,"3",17.96875
"GAM","2SP",3,"3",6.77083333333333
"GAM","2SP",3,"3",0.520833333333333
"GAM","2SP",3,"3",12.5
"GAM","2SP",3,"3",3.125
"GAM","2SP",3,"3",2.60416666666667
"GAM","2SP",4,"3",33.3333333333333
"GAM","2SP",4,"3",86.4583333333333
"GAM","2SP",4,"3",27.8645833333333
"GAM","2SP",4,"3",46.3541666666667
"GAM","2SP",4,"3",50.5208333333333
"GAM","2SP",5,"3",5.46875
"GAM","2SP",5,"3",4.6875
"GAM","2SP",5,"3",4.42708333333333
"GAM","2SP",5,"3",16.6666666666667
"GAM","2SP",5,"3",4.16666666666667
"GAM","2SP",6,"3",17.7083333333333
"GAM","2SP",6,"3",69.2708333333333
"GAM","2SP",6,"3",24.4791666666667
"GAM","2SP",6,"3",62.5
"GAM","2SP",6,"3",52.6041666666667
"GAM","6SP",1,"3",1.04166666666667
"GAM","6SP",1,"3",22.9166666666667
"GAM","6SP",1,"3",38.0208333333333
"GAM","6SP",1,"3",75.5208333333333
"GAM","6SP",1,"3",58.3333333333333
"GAM","6SP",2,"3",5.46875
"GAM","6SP",2,"3",6.51041666666667
"GAM","6SP",2,"3",0
"GAM","6SP",2,"3",0
"GAM","6SP",2,"3",3.125
"GAM","6SP",3,"3",2.34375
"GAM","6SP",3,"3",18.4895833333333
"GAM","6SP",3,"3",0.260416666666667
"GAM","6SP",3,"3",29.1666666666667
"GAM","6SP",3,"3",41.1458333333333
"GAM","6SP",4,"3",9.375
"GAM","6SP",4,"3",41.1458333333333
"GAM","6SP",4,"3",10.9375
"GAM","6SP",4,"3",30.9895833333333
"GAM","6SP",4,"3",50
"GAM","6SP",5,"3",0
"GAM","6SP",5,"3",45.3125
"GAM","6SP",5,"3",1.5625
"GAM","6SP",5,"3",36.9791666666667
"GAM","6SP",5,"3",15.3645833333333
"GAM","6SP",5,"3",16.1458333333333
"GAM","6SP",6,"3",24.4791666666667
"GAM","6SP",6,"3",9.375
"GAM","6SP",6,"3",26.5625
"GAM","6SP",6,"3",7.29166666666667
"GAM","12SP",1,"3",10.9375
"GAM","12SP",1,"3",20.8333333333333
"GAM","12SP",1,"3",16.1458333333333
"GAM","12SP",1,"3",0
"GAM","12SP",1,"3",1.04166666666667
"GAM","12SP",2,"3",11.71875
"GAM","12SP",2,"3",8.59375
"GAM","12SP",2,"3",0.520833333333333
"GAM","12SP",2,"3",3.90625
"GAM","12SP",2,"3",5.72916666666667
"GAM","12SP",3,"3",22.3958333333333
"GAM","12SP",3,"3",19.7916666666667
"GAM","12SP",3,"3",9.89583333333333
"GAM","12SP",3,"3",74.21875
"GAM","12SP",3,"3",13.28125
"GAM","12SP",4,"3",4.6875
"GAM","12SP",4,"3",23.9583333333333
"GAM","12SP",4,"3",30.2083333333333
"GAM","12SP",4,"3",2.86458333333333
"GAM","12SP",4,"3",7.8125
"GAM","12SP",5,"3",64.5833333333333
"GAM","12SP",5,"3",11.9791666666667
"GAM","12SP",5,"3",89.84375
"GAM","12SP",5,"3",77.34375
"GAM","12SP",5,"3",50
"GAM","12SP",6,"3",44.7916666666667
"GAM","12SP",6,"3",25.5208333333333
"GAM","12SP",6,"3",63.8020833333333
"GAM","12SP",6,"3",32.2916666666667
"GAM","12SP",6,"3",39.3229166666667
